group,frame,image,image_path
zm1_7,35,zm1_7_img035.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img035.jpg
zm1_7,36,zm1_7_img036.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img036.jpg
zm1_7,37,zm1_7_img037.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img037.jpg
zm1_7,38,zm1_7_img038.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img038.jpg
zm1_7,39,zm1_7_img039.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img039.jpg
zm1_7,40,zm1_7_img040.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img040.jpg
zm1_7,41,zm1_7_img041.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img041.jpg
zm1_7,42,zm1_7_img042.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img042.jpg
zm1_7,43,zm1_7_img043.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img043.jpg
zm1_7,44,zm1_7_img044.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img044.jpg
zm1_7,45,zm1_7_img045.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img045.jpg
zm1_7,46,zm1_7_img046.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img046.jpg
zm1_7,47,zm1_7_img047.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img047.jpg
zm1_7,48,zm1_7_img048.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img048.jpg
zm1_7,49,zm1_7_img049.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img049.jpg
zm1_7,50,zm1_7_img050.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img050.jpg
zm1_7,51,zm1_7_img051.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img051.jpg
zm1_7,52,zm1_7_img052.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img052.jpg
zm1_7,53,zm1_7_img053.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img053.jpg
zm1_7,54,zm1_7_img054.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img054.jpg
zm1_7,55,zm1_7_img055.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img055.jpg
zm1_7,56,zm1_7_img056.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img056.jpg
zm1_7,57,zm1_7_img057.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img057.jpg
zm1_7,58,zm1_7_img058.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img058.jpg
zm1_7,59,zm1_7_img059.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img059.jpg
zm1_7,60,zm1_7_img060.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img060.jpg
zm1_7,61,zm1_7_img061.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img061.jpg
zm1_7,62,zm1_7_img062.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img062.jpg
zm1_7,63,zm1_7_img063.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img063.jpg
zm1_7,64,zm1_7_img064.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img064.jpg
zm1_7,65,zm1_7_img065.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img065.jpg
zm1_7,66,zm1_7_img066.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img066.jpg
zm1_7,67,zm1_7_img067.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img067.jpg
zm1_7,68,zm1_7_img068.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img068.jpg
zm1_7,69,zm1_7_img069.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img069.jpg
zm1_7,70,zm1_7_img070.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img070.jpg
zm1_7,71,zm1_7_img071.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img071.jpg
zm1_7,72,zm1_7_img072.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img072.jpg
zm1_7,73,zm1_7_img073.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img073.jpg
zm1_7,74,zm1_7_img074.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img074.jpg
zm1_7,75,zm1_7_img075.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img075.jpg
zm1_7,76,zm1_7_img076.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img076.jpg
zm1_7,77,zm1_7_img077.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img077.jpg
zm1_7,78,zm1_7_img078.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img078.jpg
zm1_7,79,zm1_7_img079.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img079.jpg
zm1_7,80,zm1_7_img080.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img080.jpg
zm1_7,81,zm1_7_img081.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img081.jpg
zm1_7,82,zm1_7_img082.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img082.jpg
zm1_7,83,zm1_7_img083.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img083.jpg
zm1_7,84,zm1_7_img084.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img084.jpg
zm1_7,85,zm1_7_img085.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img085.jpg
zm1_7,86,zm1_7_img086.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img086.jpg
zm1_7,87,zm1_7_img087.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img087.jpg
zm1_7,88,zm1_7_img088.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img088.jpg
zm1_7,89,zm1_7_img089.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img089.jpg
zm1_7,90,zm1_7_img090.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img090.jpg
zm1_7,91,zm1_7_img091.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img091.jpg
zm1_7,92,zm1_7_img092.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img092.jpg
zm1_7,93,zm1_7_img093.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img093.jpg
zm1_7,94,zm1_7_img094.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img094.jpg
zm1_7,95,zm1_7_img095.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img095.jpg
zm1_7,96,zm1_7_img096.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img096.jpg
zm1_7,97,zm1_7_img097.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_7_img097.jpg
zm1_8,1,zm1_8_img001.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img001.jpg
zm1_8,2,zm1_8_img002.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img002.jpg
zm1_8,3,zm1_8_img003.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img003.jpg
zm1_8,4,zm1_8_img004.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img004.jpg
zm1_8,5,zm1_8_img005.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img005.jpg
zm1_8,6,zm1_8_img006.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img006.jpg
zm1_8,7,zm1_8_img007.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img007.jpg
zm1_8,8,zm1_8_img008.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img008.jpg
zm1_8,9,zm1_8_img009.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img009.jpg
zm1_8,10,zm1_8_img010.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img010.jpg
zm1_8,11,zm1_8_img011.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img011.jpg
zm1_8,12,zm1_8_img012.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img012.jpg
zm1_8,13,zm1_8_img013.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img013.jpg
zm1_8,14,zm1_8_img014.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img014.jpg
zm1_8,15,zm1_8_img015.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img015.jpg
zm1_8,16,zm1_8_img016.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img016.jpg
zm1_8,17,zm1_8_img017.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img017.jpg
zm1_8,18,zm1_8_img018.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img018.jpg
zm1_8,19,zm1_8_img019.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img019.jpg
zm1_8,20,zm1_8_img020.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img020.jpg
zm1_8,21,zm1_8_img021.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img021.jpg
zm1_8,22,zm1_8_img022.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img022.jpg
zm1_8,23,zm1_8_img023.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img023.jpg
zm1_8,24,zm1_8_img024.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img024.jpg
zm1_8,25,zm1_8_img025.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img025.jpg
zm1_8,26,zm1_8_img026.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img026.jpg
zm1_8,27,zm1_8_img027.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img027.jpg
zm1_8,28,zm1_8_img028.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img028.jpg
zm1_8,29,zm1_8_img029.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img029.jpg
zm1_8,30,zm1_8_img030.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img030.jpg
zm1_8,31,zm1_8_img031.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img031.jpg
zm1_8,32,zm1_8_img032.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img032.jpg
zm1_8,33,zm1_8_img033.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img033.jpg
zm1_8,34,zm1_8_img034.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img034.jpg
zm1_8,35,zm1_8_img035.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img035.jpg
zm1_8,36,zm1_8_img036.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img036.jpg
zm1_8,37,zm1_8_img037.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img037.jpg
zm1_8,38,zm1_8_img038.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img038.jpg
zm1_8,39,zm1_8_img039.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img039.jpg
zm1_8,40,zm1_8_img040.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img040.jpg
zm1_8,41,zm1_8_img041.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img041.jpg
zm1_8,42,zm1_8_img042.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img042.jpg
zm1_8,43,zm1_8_img043.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img043.jpg
zm1_8,44,zm1_8_img044.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img044.jpg
zm1_8,45,zm1_8_img045.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img045.jpg
zm1_8,46,zm1_8_img046.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img046.jpg
zm1_8,47,zm1_8_img047.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img047.jpg
zm1_8,48,zm1_8_img048.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img048.jpg
zm1_8,49,zm1_8_img049.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img049.jpg
zm1_8,50,zm1_8_img050.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img050.jpg
zm1_8,51,zm1_8_img051.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img051.jpg
zm1_8,52,zm1_8_img052.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img052.jpg
zm1_8,53,zm1_8_img053.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img053.jpg
zm1_8,54,zm1_8_img054.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img054.jpg
zm1_8,55,zm1_8_img055.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img055.jpg
zm1_8,56,zm1_8_img056.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img056.jpg
zm1_8,57,zm1_8_img057.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img057.jpg
zm1_8,58,zm1_8_img058.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img058.jpg
zm1_8,59,zm1_8_img059.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img059.jpg
zm1_8,60,zm1_8_img060.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img060.jpg
zm1_8,61,zm1_8_img061.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img061.jpg
zm1_8,62,zm1_8_img062.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img062.jpg
zm1_8,63,zm1_8_img063.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img063.jpg
zm1_8,64,zm1_8_img064.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img064.jpg
zm1_8,65,zm1_8_img065.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img065.jpg
zm1_8,66,zm1_8_img066.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img066.jpg
zm1_8,67,zm1_8_img067.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img067.jpg
zm1_8,68,zm1_8_img068.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img068.jpg
zm1_8,69,zm1_8_img069.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img069.jpg
zm1_8,70,zm1_8_img070.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img070.jpg
zm1_8,71,zm1_8_img071.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img071.jpg
zm1_8,72,zm1_8_img072.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img072.jpg
zm1_8,73,zm1_8_img073.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img073.jpg
zm1_8,74,zm1_8_img074.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img074.jpg
zm1_8,75,zm1_8_img075.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img075.jpg
zm1_8,76,zm1_8_img076.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img076.jpg
zm1_8,77,zm1_8_img077.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img077.jpg
zm1_8,78,zm1_8_img078.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img078.jpg
zm1_8,79,zm1_8_img079.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img079.jpg
zm1_8,80,zm1_8_img080.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img080.jpg
zm1_8,81,zm1_8_img081.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img081.jpg
zm1_8,82,zm1_8_img082.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img082.jpg
zm1_8,83,zm1_8_img083.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img083.jpg
zm1_8,84,zm1_8_img084.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img084.jpg
zm1_8,85,zm1_8_img085.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img085.jpg
zm1_8,86,zm1_8_img086.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img086.jpg
zm1_8,87,zm1_8_img087.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img087.jpg
zm1_8,88,zm1_8_img088.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img088.jpg
zm1_8,89,zm1_8_img089.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img089.jpg
zm1_8,90,zm1_8_img090.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img090.jpg
zm1_8,91,zm1_8_img091.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img091.jpg
zm1_8,92,zm1_8_img092.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img092.jpg
zm1_8,93,zm1_8_img093.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img093.jpg
zm1_8,94,zm1_8_img094.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img094.jpg
zm1_8,95,zm1_8_img095.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img095.jpg
zm1_8,96,zm1_8_img096.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img096.jpg
zm1_8,97,zm1_8_img097.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_8_img097.jpg
zm1_9,1,zm1_9_img001.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img001.jpg
zm1_9,2,zm1_9_img002.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img002.jpg
zm1_9,3,zm1_9_img003.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img003.jpg
zm1_9,4,zm1_9_img004.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img004.jpg
zm1_9,5,zm1_9_img005.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img005.jpg
zm1_9,6,zm1_9_img006.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img006.jpg
zm1_9,7,zm1_9_img007.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img007.jpg
zm1_9,8,zm1_9_img008.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img008.jpg
zm1_9,9,zm1_9_img009.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img009.jpg
zm1_9,10,zm1_9_img010.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img010.jpg
zm1_9,11,zm1_9_img011.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img011.jpg
zm1_9,12,zm1_9_img012.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img012.jpg
zm1_9,13,zm1_9_img013.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img013.jpg
zm1_9,14,zm1_9_img014.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img014.jpg
zm1_9,15,zm1_9_img015.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img015.jpg
zm1_9,16,zm1_9_img016.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img016.jpg
zm1_9,17,zm1_9_img017.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img017.jpg
zm1_9,18,zm1_9_img018.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img018.jpg
zm1_9,19,zm1_9_img019.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img019.jpg
zm1_9,20,zm1_9_img020.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img020.jpg
zm1_9,21,zm1_9_img021.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img021.jpg
zm1_9,22,zm1_9_img022.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img022.jpg
zm1_9,23,zm1_9_img023.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img023.jpg
zm1_9,24,zm1_9_img024.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img024.jpg
zm1_9,25,zm1_9_img025.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img025.jpg
zm1_9,26,zm1_9_img026.jpg,/kaggle/input/datasets/ananya0puthran/mendley/GermPredDataset/ZeaMays/img/zm1_9_img026.jpg
