group,track_id,reversal_count,transition_sequence
pg4_10,3,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg4_11,5,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg4_11,7,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg4_12,9,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg4_3,6,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg4_4,4,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg4_8,8,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg4_9,4,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg5_12,9,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg5_3,1,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg5_6,1,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg5_6,6,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg5_8,3,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg5_8,8,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg6_12,4,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg6_12,7,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg6_8,5,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg6_9,4,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg7_11,2,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg7_11,4,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg7_12,4,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg8_1,6,1,pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_el -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
pg8_1,11,1,pg_im -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_im -> pg_im -> pg_im -> pg_im -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el -> pg_el
