group,track_id,initial_class,final_class,germination_target,final_label,pg_el_observed,first_pg_el_frame,last_pg_el_frame,pg_el_count,pg_im_count,total_frames,transition_count
pg3_5,1,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg3_5,2,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg3_5,3,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg3_5,4,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg3_5,5,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg3_5,6,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg3_5,7,pg_im,pg_el,1,GERMINATED,True,12.0,97.0,86,11,97,1
pg3_5,8,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg3_5,9,pg_im,pg_el,1,GERMINATED,True,13.0,97.0,85,12,97,1
pg3_7,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_7,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_7,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_7,3,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg3_7,4,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg3_7,5,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg3_7,6,pg_im,pg_el,1,GERMINATED,True,8.0,97.0,90,7,97,1
pg3_7,7,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,80,17,97,3
pg3_7,8,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg3_7,9,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg3_8,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_8,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_8,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_8,3,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg3_8,4,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg3_8,5,pg_im,pg_el,1,GERMINATED,True,9.0,97.0,89,8,97,1
pg3_8,6,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg3_8,7,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg3_8,8,pg_im,pg_el,1,GERMINATED,True,12.0,97.0,86,11,97,1
pg3_8,9,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg3_9,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_9,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg3_9,2,pg_im,pg_el,1,GERMINATED,True,44.0,97.0,53,44,97,3
pg3_9,3,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg3_9,4,pg_im,pg_el,1,GERMINATED,True,10.0,97.0,88,9,97,1
pg3_9,5,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg3_9,6,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg3_9,7,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg3_9,8,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg3_9,9,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg4_1,0,pg_im,pg_el,1,GERMINATED,True,3.0,97.0,95,2,97,1
pg4_1,1,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg4_1,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_1,3,pg_im,pg_el,1,GERMINATED,True,3.0,97.0,95,2,97,1
pg4_1,4,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg4_1,5,pg_im,pg_el,1,GERMINATED,True,48.0,97.0,50,47,97,1
pg4_1,6,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,63,34,97,3
pg4_1,7,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_1,8,pg_im,pg_el,1,GERMINATED,True,38.0,97.0,60,37,97,1
pg4_1,9,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg4_10,0,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg4_10,1,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,59,38,97,3
pg4_10,2,pg_im,pg_el,1,GERMINATED,True,50.0,97.0,48,49,97,1
pg4_10,3,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,71,26,97,3
pg4_10,4,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg4_10,5,pg_im,pg_el,1,GERMINATED,True,41.0,97.0,57,40,97,1
pg4_10,6,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg4_10,7,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg4_10,8,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg4_10,9,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg4_10,10,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg4_11,0,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg4_11,1,pg_im,pg_el,1,GERMINATED,True,45.0,97.0,53,44,97,1
pg4_11,2,pg_im,pg_el,1,GERMINATED,True,82.0,97.0,16,81,97,1
pg4_11,3,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg4_11,4,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg4_11,5,pg_im,pg_el,1,GERMINATED,True,13.0,97.0,84,13,97,3
pg4_11,6,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg4_11,7,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,72,25,97,3
pg4_11,8,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg4_11,9,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg4_12,0,pg_im,pg_el,1,GERMINATED,True,66.0,97.0,32,65,97,1
pg4_12,1,pg_im,pg_el,1,GERMINATED,True,69.0,97.0,29,68,97,1
pg4_12,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_12,3,pg_im,pg_el,1,GERMINATED,True,43.0,97.0,55,42,97,1
pg4_12,4,pg_im,pg_el,1,GERMINATED,True,45.0,97.0,53,44,97,1
pg4_12,5,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg4_12,6,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg4_12,7,pg_im,pg_el,1,GERMINATED,True,47.0,97.0,51,46,97,1
pg4_12,8,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg4_12,9,pg_im,pg_el,1,GERMINATED,True,11.0,97.0,86,11,97,3
pg4_2,0,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg4_2,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_2,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_2,3,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg4_2,4,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg4_2,5,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg4_2,6,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg4_2,7,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg4_2,8,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg4_2,9,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg4_3,0,pg_im,pg_el,1,GERMINATED,True,44.0,97.0,54,43,97,1
pg4_3,1,pg_im,pg_el,1,GERMINATED,True,57.0,97.0,41,56,97,1
pg4_3,2,pg_im,pg_el,1,GERMINATED,True,47.0,97.0,51,46,97,1
pg4_3,3,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg4_3,4,pg_im,pg_el,1,GERMINATED,True,12.0,97.0,86,11,97,1
pg4_3,5,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg4_3,6,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,66,31,97,3
pg4_3,7,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg4_3,8,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg4_3,9,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg4_4,0,pg_im,pg_el,1,GERMINATED,True,49.0,97.0,49,48,97,1
pg4_4,1,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg4_4,2,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg4_4,3,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg4_4,4,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,78,19,97,3
pg4_4,5,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg4_4,6,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg4_4,7,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg4_4,8,pg_im,pg_el,1,GERMINATED,True,50.0,97.0,48,49,97,1
pg4_4,9,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg4_5,0,pg_im,pg_el,1,GERMINATED,True,89.0,97.0,9,88,97,1
pg4_5,1,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg4_5,2,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg4_5,3,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg4_5,4,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg4_5,5,pg_im,pg_el,1,GERMINATED,True,12.0,97.0,86,11,97,1
pg4_5,6,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg4_5,7,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg4_5,8,pg_im,pg_el,1,GERMINATED,True,13.0,97.0,85,12,97,1
pg4_5,9,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg4_6,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_6,1,pg_im,pg_el,1,GERMINATED,True,43.0,97.0,55,42,97,1
pg4_6,2,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg4_6,3,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg4_6,4,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg4_6,5,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg4_6,6,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg4_6,7,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg4_6,8,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg4_6,9,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg4_7,0,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg4_7,1,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg4_7,2,pg_im,pg_el,1,GERMINATED,True,66.0,97.0,32,65,97,1
pg4_7,3,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_7,4,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_7,5,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_7,6,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg4_7,7,pg_im,pg_el,1,GERMINATED,True,42.0,97.0,56,41,97,1
pg4_7,8,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg4_7,9,pg_im,pg_el,1,GERMINATED,True,23.0,97.0,75,22,97,1
pg4_8,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_8,1,pg_im,pg_el,1,GERMINATED,True,46.0,97.0,52,45,97,1
pg4_8,2,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg4_8,3,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg4_8,4,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,64,33,97,1
pg4_8,5,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg4_8,6,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg4_8,7,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg4_8,8,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,80,17,97,3
pg4_8,9,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg4_9,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_9,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg4_9,2,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg4_9,3,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg4_9,4,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,68,29,97,3
pg4_9,5,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg4_9,6,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg4_9,7,pg_im,pg_el,1,GERMINATED,True,44.0,97.0,54,43,97,1
pg4_9,8,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg4_9,9,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg5_1,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_1,1,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg5_1,2,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg5_1,3,pg_im,pg_el,1,GERMINATED,True,45.0,97.0,53,44,97,1
pg5_1,4,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg5_1,5,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg5_1,6,pg_im,pg_el,1,GERMINATED,True,38.0,97.0,60,37,97,1
pg5_1,7,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg5_1,8,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg5_1,9,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg5_10,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_10,1,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_10,2,pg_im,pg_el,1,GERMINATED,True,48.0,97.0,50,47,97,1
pg5_10,3,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg5_10,4,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg5_10,5,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg5_10,6,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg5_10,7,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg5_10,8,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg5_10,9,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg5_11,0,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg5_11,1,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg5_11,2,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,64,33,97,1
pg5_11,3,pg_im,pg_el,1,GERMINATED,True,36.0,97.0,62,35,97,1
pg5_11,4,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg5_11,5,pg_im,pg_el,1,GERMINATED,True,36.0,97.0,62,35,97,1
pg5_11,6,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_11,7,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_11,8,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg5_11,9,pg_im,pg_el,1,GERMINATED,True,63.0,97.0,35,62,97,1
pg5_12,0,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg5_12,1,pg_im,pg_el,1,GERMINATED,True,34.0,97.0,64,33,97,1
pg5_12,2,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg5_12,3,pg_im,pg_el,1,GERMINATED,True,66.0,97.0,32,65,97,1
pg5_12,4,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_12,5,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_12,6,pg_im,pg_el,1,GERMINATED,True,59.0,97.0,39,58,97,1
pg5_12,7,pg_im,pg_el,1,GERMINATED,True,53.0,97.0,45,52,97,1
pg5_12,8,pg_im,pg_el,1,GERMINATED,True,49.0,97.0,49,48,97,1
pg5_12,9,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,69,28,97,3
pg5_2,0,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg5_2,1,pg_im,pg_el,1,GERMINATED,True,30.0,97.0,68,29,97,1
pg5_2,2,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg5_2,3,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg5_2,4,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg5_2,5,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg5_2,6,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg5_2,7,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg5_2,8,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg5_2,9,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg5_3,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_3,1,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,64,33,97,3
pg5_3,2,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg5_3,3,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg5_3,4,pg_im,pg_el,1,GERMINATED,True,85.0,97.0,13,84,97,1
pg5_3,5,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg5_3,6,pg_im,pg_el,1,GERMINATED,True,17.0,97.0,81,16,97,1
pg5_3,7,pg_im,pg_el,1,GERMINATED,True,46.0,97.0,52,45,97,1
pg5_3,8,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg5_3,9,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg5_5,0,pg_im,pg_el,1,GERMINATED,True,78.0,97.0,20,77,97,1
pg5_5,1,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg5_5,2,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg5_5,3,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg5_5,4,pg_im,pg_el,1,GERMINATED,True,55.0,97.0,43,54,97,1
pg5_5,5,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg5_5,6,pg_im,pg_el,1,GERMINATED,True,36.0,97.0,62,35,97,1
pg5_5,7,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg5_5,8,pg_im,pg_el,1,GERMINATED,True,33.0,97.0,65,32,97,1
pg5_5,9,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg5_6,0,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg5_6,1,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,61,36,97,3
pg5_6,2,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_6,3,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg5_6,4,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg5_6,5,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg5_6,6,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,68,29,97,3
pg5_6,7,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg5_6,8,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg5_6,9,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg5_7,0,pg_im,pg_el,1,GERMINATED,True,43.0,97.0,55,42,97,1
pg5_7,1,pg_im,pg_el,1,GERMINATED,True,38.0,97.0,60,37,97,1
pg5_7,2,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg5_7,3,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg5_7,4,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg5_7,5,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg5_7,6,pg_im,pg_el,1,GERMINATED,True,38.0,97.0,60,37,97,1
pg5_7,7,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg5_7,8,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg5_7,9,pg_im,pg_el,1,GERMINATED,True,41.0,97.0,57,40,97,1
pg5_8,0,pg_im,pg_el,1,GERMINATED,True,56.0,97.0,42,55,97,1
pg5_8,1,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg5_8,2,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg5_8,3,pg_im,pg_el,1,GERMINATED,True,42.0,97.0,55,42,97,3
pg5_8,4,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg5_8,5,pg_im,pg_el,1,GERMINATED,True,63.0,97.0,35,62,97,1
pg5_8,6,pg_im,pg_el,1,GERMINATED,True,36.0,97.0,62,35,97,1
pg5_8,7,pg_im,pg_el,1,GERMINATED,True,40.0,97.0,58,39,97,1
pg5_8,8,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,68,29,97,3
pg5_8,9,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_1,0,pg_im,pg_el,1,GERMINATED,True,78.0,97.0,20,77,97,1
pg6_1,1,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg6_1,2,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg6_1,3,pg_im,pg_el,1,GERMINATED,True,8.0,97.0,90,7,97,1
pg6_1,4,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg6_1,5,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,67,30,97,1
pg6_1,6,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_1,7,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg6_1,8,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg6_1,9,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg6_10,0,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg6_10,1,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg6_10,2,pg_im,pg_el,1,GERMINATED,True,15.0,97.0,83,14,97,1
pg6_10,3,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg6_10,4,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,78,19,97,1
pg6_10,5,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg6_10,6,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg6_10,7,pg_im,pg_el,1,GERMINATED,True,36.0,97.0,62,35,97,1
pg6_10,8,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg6_10,9,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg6_11,0,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg6_11,1,pg_im,pg_el,1,GERMINATED,True,61.0,97.0,37,60,97,1
pg6_11,2,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg6_11,3,pg_im,pg_el,1,GERMINATED,True,50.0,97.0,48,49,97,1
pg6_11,4,pg_im,pg_el,1,GERMINATED,True,53.0,97.0,45,52,97,1
pg6_11,5,pg_im,pg_el,1,GERMINATED,True,41.0,97.0,57,40,97,1
pg6_11,6,pg_im,pg_el,1,GERMINATED,True,18.0,97.0,80,17,97,1
pg6_11,7,pg_im,pg_el,1,GERMINATED,True,27.0,97.0,71,26,97,1
pg6_11,8,pg_im,pg_el,1,GERMINATED,True,29.0,97.0,69,28,97,1
pg6_11,9,pg_im,pg_el,1,GERMINATED,True,32.0,97.0,66,31,97,1
pg6_12,0,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg6_12,1,pg_im,pg_el,1,GERMINATED,True,22.0,97.0,76,21,97,1
pg6_12,2,pg_im,pg_el,1,GERMINATED,True,37.0,97.0,61,36,97,1
pg6_12,3,pg_im,pg_el,1,GERMINATED,True,16.0,97.0,82,15,97,1
pg6_12,4,pg_im,pg_el,1,GERMINATED,True,31.0,97.0,66,31,97,3
pg6_12,5,pg_im,pg_el,1,GERMINATED,True,14.0,97.0,84,13,97,1
pg6_12,6,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_12,7,pg_im,pg_el,1,GERMINATED,True,20.0,97.0,77,20,97,3
pg6_12,8,pg_im,pg_el,1,GERMINATED,True,39.0,97.0,59,38,97,1
pg6_12,9,pg_im,pg_el,1,GERMINATED,True,25.0,97.0,73,24,97,1
pg6_2,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
pg6_2,1,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg6_2,2,pg_im,pg_el,1,GERMINATED,True,28.0,97.0,70,27,97,1
pg6_2,3,pg_im,pg_el,1,GERMINATED,True,42.0,97.0,56,41,97,1
pg6_2,4,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg6_2,5,pg_im,pg_el,1,GERMINATED,True,21.0,97.0,77,20,97,1
pg6_2,6,pg_im,pg_el,1,GERMINATED,True,24.0,97.0,74,23,97,1
pg6_2,7,pg_im,pg_el,1,GERMINATED,True,19.0,97.0,79,18,97,1
pg6_2,8,pg_im,pg_el,1,GERMINATED,True,35.0,97.0,63,34,97,1
pg6_2,9,pg_im,pg_el,1,GERMINATED,True,26.0,97.0,72,25,97,1
pg6_3,0,pg_im,pg_im,0,NON-GERMINATED,False,,,0,97,97,0
