group,frame,object_index,class,xmin,ymin,xmax,ymax,center_x,center_y,width,height
zm3_10,35,9,zm_im,243.0,422.0,322.0,509.0,282.5,465.5,79.0,87.0
zm3_10,36,1,zm_im,323.0,117.0,410.0,188.0,366.5,152.5,87.0,71.0
zm3_10,36,2,zm_im,418.0,171.0,496.0,248.0,457.0,209.5,78.0,77.0
zm3_10,36,3,zm_im,405.0,282.0,500.0,354.0,452.5,318.0,95.0,72.0
zm3_10,36,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,36,5,zm_im,196.0,141.0,274.0,221.0,235.0,181.0,78.0,80.0
zm3_10,36,6,zm_im,118.0,237.0,203.0,300.0,160.5,268.5,85.0,63.0
zm3_10,36,7,zm_im,276.0,290.0,350.0,377.0,313.0,333.5,74.0,87.0
zm3_10,36,8,zm_im,126.0,334.0,207.0,393.0,166.5,363.5,81.0,59.0
zm3_10,36,9,zm_im,243.0,422.0,322.0,509.0,282.5,465.5,79.0,87.0
zm3_10,37,1,zm_im,323.0,117.0,410.0,188.0,366.5,152.5,87.0,71.0
zm3_10,37,2,zm_im,418.0,171.0,496.0,248.0,457.0,209.5,78.0,77.0
zm3_10,37,3,zm_im,405.0,282.0,500.0,354.0,452.5,318.0,95.0,72.0
zm3_10,37,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,37,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,37,6,zm_im,118.0,237.0,203.0,300.0,160.5,268.5,85.0,63.0
zm3_10,37,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,37,8,zm_im,126.0,334.0,207.0,393.0,166.5,363.5,81.0,59.0
zm3_10,37,9,zm_im,243.0,422.0,322.0,509.0,282.5,465.5,79.0,87.0
zm3_10,38,1,zm_im,323.0,117.0,410.0,188.0,366.5,152.5,87.0,71.0
zm3_10,38,2,zm_im,418.0,171.0,496.0,248.0,457.0,209.5,78.0,77.0
zm3_10,38,3,zm_im,405.0,282.0,501.0,354.0,453.0,318.0,96.0,72.0
zm3_10,38,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,38,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,38,6,zm_im,118.0,237.0,203.0,300.0,160.5,268.5,85.0,63.0
zm3_10,38,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,38,8,zm_im,126.0,334.0,207.0,393.0,166.5,363.5,81.0,59.0
zm3_10,38,9,zm_im,243.0,422.0,322.0,509.0,282.5,465.5,79.0,87.0
zm3_10,39,1,zm_im,323.0,117.0,410.0,188.0,366.5,152.5,87.0,71.0
zm3_10,39,2,zm_im,418.0,171.0,496.0,248.0,457.0,209.5,78.0,77.0
zm3_10,39,3,zm_im,405.0,282.0,501.0,354.0,453.0,318.0,96.0,72.0
zm3_10,39,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,39,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,39,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,39,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,39,8,zm_im,126.0,334.0,208.0,393.0,167.0,363.5,82.0,59.0
zm3_10,39,9,zm_im,243.0,422.0,322.0,509.0,282.5,465.5,79.0,87.0
zm3_10,40,1,zm_im,322.0,117.0,410.0,188.0,366.0,152.5,88.0,71.0
zm3_10,40,2,zm_im,418.0,171.0,496.0,248.0,457.0,209.5,78.0,77.0
zm3_10,40,3,zm_im,405.0,282.0,501.0,354.0,453.0,318.0,96.0,72.0
zm3_10,40,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,40,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,40,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,40,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,40,8,zm_im,126.0,334.0,208.0,393.0,167.0,363.5,82.0,59.0
zm3_10,40,9,zm_im,243.0,421.0,322.0,509.0,282.5,465.0,79.0,88.0
zm3_10,41,1,zm_im,322.0,117.0,410.0,189.0,366.0,153.0,88.0,72.0
zm3_10,41,2,zm_im,418.0,170.0,496.0,248.0,457.0,209.0,78.0,78.0
zm3_10,41,3,zm_im,405.0,282.0,501.0,354.0,453.0,318.0,96.0,72.0
zm3_10,41,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,41,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,41,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,41,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,41,8,zm_im,127.0,334.0,208.0,393.0,167.5,363.5,81.0,59.0
zm3_10,41,9,zm_im,243.0,421.0,322.0,510.0,282.5,465.5,79.0,89.0
zm3_10,42,1,zm_im,322.0,117.0,410.0,189.0,366.0,153.0,88.0,72.0
zm3_10,42,2,zm_im,418.0,170.0,496.0,248.0,457.0,209.0,78.0,78.0
zm3_10,42,3,zm_im,405.0,282.0,501.0,354.0,453.0,318.0,96.0,72.0
zm3_10,42,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,42,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,42,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,42,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,42,8,zm_im,127.0,334.0,208.0,393.0,167.5,363.5,81.0,59.0
zm3_10,42,9,zm_im,243.0,421.0,323.0,510.0,283.0,465.5,80.0,89.0
zm3_10,43,1,zm_im,322.0,117.0,410.0,189.0,366.0,153.0,88.0,72.0
zm3_10,43,2,zm_im,418.0,170.0,496.0,248.0,457.0,209.0,78.0,78.0
zm3_10,43,3,zm_im,405.0,282.0,501.0,353.0,453.0,317.5,96.0,71.0
zm3_10,43,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,43,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,43,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,43,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,43,8,zm_im,127.0,334.0,208.0,393.0,167.5,363.5,81.0,59.0
zm3_10,43,9,zm_im,243.0,421.0,323.0,510.0,283.0,465.5,80.0,89.0
zm3_10,44,1,zm_im,322.0,117.0,410.0,189.0,366.0,153.0,88.0,72.0
zm3_10,44,2,zm_im,418.0,170.0,496.0,248.0,457.0,209.0,78.0,78.0
zm3_10,44,3,zm_im,405.0,282.0,501.0,353.0,453.0,317.5,96.0,71.0
zm3_10,44,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,44,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,44,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,44,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,44,8,zm_im,127.0,334.0,208.0,393.0,167.5,363.5,81.0,59.0
zm3_10,44,9,zm_im,243.0,421.0,323.0,510.0,283.0,465.5,80.0,89.0
zm3_10,45,1,zm_im,322.0,117.0,410.0,189.0,366.0,153.0,88.0,72.0
zm3_10,45,2,zm_im,418.0,170.0,496.0,248.0,457.0,209.0,78.0,78.0
zm3_10,45,3,zm_im,405.0,282.0,501.0,353.0,453.0,317.5,96.0,71.0
zm3_10,45,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,45,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,45,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,45,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,45,8,zm_im,127.0,334.0,208.0,393.0,167.5,363.5,81.0,59.0
zm3_10,45,9,zm_im,243.0,421.0,323.0,510.0,283.0,465.5,80.0,89.0
zm3_10,46,1,zm_im,322.0,116.0,411.0,189.0,366.5,152.5,89.0,73.0
zm3_10,46,2,zm_im,418.0,169.0,496.0,248.0,457.0,208.5,78.0,79.0
zm3_10,46,3,zm_im,405.0,282.0,502.0,353.0,453.5,317.5,97.0,71.0
zm3_10,46,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,46,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,46,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,46,7,zm_im,276.0,289.0,351.0,377.0,313.5,333.0,75.0,88.0
zm3_10,46,8,zm_im,127.0,334.0,208.0,393.0,167.5,363.5,81.0,59.0
zm3_10,46,9,zm_im,243.0,421.0,323.0,510.0,283.0,465.5,80.0,89.0
zm3_10,47,1,zm_im,322.0,116.0,411.0,189.0,366.5,152.5,89.0,73.0
zm3_10,47,2,zm_im,418.0,169.0,496.0,248.0,457.0,208.5,78.0,79.0
zm3_10,47,3,zm_im,405.0,282.0,502.0,353.0,453.5,317.5,97.0,71.0
zm3_10,47,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,47,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,47,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,47,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,47,8,zm_im,127.0,334.0,208.0,393.0,167.5,363.5,81.0,59.0
zm3_10,47,9,zm_im,243.0,421.0,323.0,511.0,283.0,466.0,80.0,90.0
zm3_10,48,1,zm_im,321.0,116.0,411.0,189.0,366.0,152.5,90.0,73.0
zm3_10,48,2,zm_im,418.0,169.0,496.0,248.0,457.0,208.5,78.0,79.0
zm3_10,48,3,zm_im,405.0,281.0,502.0,353.0,453.5,317.0,97.0,72.0
zm3_10,48,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,48,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,48,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,48,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,48,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,48,9,zm_im,243.0,421.0,323.0,511.0,283.0,466.0,80.0,90.0
zm3_10,49,1,zm_im,321.0,116.0,411.0,189.0,366.0,152.5,90.0,73.0
zm3_10,49,2,zm_im,418.0,169.0,496.0,248.0,457.0,208.5,78.0,79.0
zm3_10,49,3,zm_im,405.0,281.0,502.0,353.0,453.5,317.0,97.0,72.0
zm3_10,49,4,zm_im,377.0,372.0,453.0,450.0,415.0,411.0,76.0,78.0
zm3_10,49,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,49,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,49,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,49,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,49,9,zm_im,243.0,421.0,323.0,511.0,283.0,466.0,80.0,90.0
zm3_10,50,1,zm_im,321.0,116.0,411.0,189.0,366.0,152.5,90.0,73.0
zm3_10,50,2,zm_im,418.0,169.0,496.0,248.0,457.0,208.5,78.0,79.0
zm3_10,50,3,zm_im,405.0,281.0,502.0,353.0,453.5,317.0,97.0,72.0
zm3_10,50,4,zm_im,376.0,372.0,453.0,450.0,414.5,411.0,77.0,78.0
zm3_10,50,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,50,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,50,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,50,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,50,9,zm_im,243.0,421.0,323.0,511.0,283.0,466.0,80.0,90.0
zm3_10,51,1,zm_im,321.0,116.0,411.0,189.0,366.0,152.5,90.0,73.0
zm3_10,51,2,zm_im,418.0,168.0,496.0,248.0,457.0,208.0,78.0,80.0
zm3_10,51,3,zm_im,405.0,281.0,502.0,353.0,453.5,317.0,97.0,72.0
zm3_10,51,4,zm_im,376.0,372.0,453.0,450.0,414.5,411.0,77.0,78.0
zm3_10,51,5,zm_im,196.0,140.0,274.0,221.0,235.0,180.5,78.0,81.0
zm3_10,51,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,51,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,51,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,51,9,zm_im,243.0,420.0,323.0,511.0,283.0,465.5,80.0,91.0
zm3_10,52,1,zm_im,321.0,116.0,411.0,189.0,366.0,152.5,90.0,73.0
zm3_10,52,2,zm_im,418.0,168.0,496.0,248.0,457.0,208.0,78.0,80.0
zm3_10,52,3,zm_im,405.0,281.0,502.0,353.0,453.5,317.0,97.0,72.0
zm3_10,52,4,zm_im,376.0,372.0,453.0,450.0,414.5,411.0,77.0,78.0
zm3_10,52,5,zm_im,196.0,139.0,274.0,221.0,235.0,180.0,78.0,82.0
zm3_10,52,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,52,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,52,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,52,9,zm_im,243.0,420.0,323.0,511.0,283.0,465.5,80.0,91.0
zm3_10,53,1,zm_im,320.0,115.0,412.0,189.0,366.0,152.0,92.0,74.0
zm3_10,53,2,zm_im,418.0,168.0,496.0,248.0,457.0,208.0,78.0,80.0
zm3_10,53,3,zm_im,405.0,281.0,502.0,353.0,453.5,317.0,97.0,72.0
zm3_10,53,4,zm_im,376.0,372.0,453.0,450.0,414.5,411.0,77.0,78.0
zm3_10,53,5,zm_im,196.0,139.0,274.0,221.0,235.0,180.0,78.0,82.0
zm3_10,53,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,53,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,53,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,53,9,zm_im,243.0,420.0,323.0,512.0,283.0,466.0,80.0,92.0
zm3_10,54,1,zm_im,320.0,115.0,412.0,189.0,366.0,152.0,92.0,74.0
zm3_10,54,2,zm_im,418.0,168.0,496.0,248.0,457.0,208.0,78.0,80.0
zm3_10,54,3,zm_im,405.0,281.0,503.0,353.0,454.0,317.0,98.0,72.0
zm3_10,54,4,zm_im,376.0,372.0,453.0,450.0,414.5,411.0,77.0,78.0
zm3_10,54,5,zm_im,196.0,139.0,274.0,221.0,235.0,180.0,78.0,82.0
zm3_10,54,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,54,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,54,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,54,9,zm_im,243.0,420.0,323.0,512.0,283.0,466.0,80.0,92.0
zm3_10,55,1,zm_im,320.0,115.0,412.0,189.0,366.0,152.0,92.0,74.0
zm3_10,55,2,zm_im,418.0,168.0,496.0,248.0,457.0,208.0,78.0,80.0
zm3_10,55,3,zm_im,405.0,281.0,503.0,353.0,454.0,317.0,98.0,72.0
zm3_10,55,4,zm_im,376.0,372.0,453.0,450.0,414.5,411.0,77.0,78.0
zm3_10,55,5,zm_im,196.0,139.0,274.0,221.0,235.0,180.0,78.0,82.0
zm3_10,55,6,zm_im,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,55,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,55,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,55,9,zm_im,243.0,420.0,323.0,512.0,283.0,466.0,80.0,92.0
zm3_10,56,1,zm_im,320.0,115.0,412.0,189.0,366.0,152.0,92.0,74.0
zm3_10,56,2,zm_im,418.0,168.0,496.0,248.0,457.0,208.0,78.0,80.0
zm3_10,56,3,zm_im,405.0,281.0,503.0,353.0,454.0,317.0,98.0,72.0
zm3_10,56,4,zm_im,376.0,372.0,452.0,450.0,414.0,411.0,76.0,78.0
zm3_10,56,5,zm_im,196.0,139.0,274.0,221.0,235.0,180.0,78.0,82.0
zm3_10,56,6,zm_el,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,56,7,zm_im,276.0,288.0,351.0,377.0,313.5,332.5,75.0,89.0
zm3_10,56,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,56,9,zm_im,243.0,420.0,323.0,512.0,283.0,466.0,80.0,92.0
zm3_10,57,1,zm_im,320.0,115.0,412.0,190.0,366.0,152.5,92.0,75.0
zm3_10,57,2,zm_im,418.0,167.0,496.0,248.0,457.0,207.5,78.0,81.0
zm3_10,57,3,zm_im,405.0,281.0,503.0,353.0,454.0,317.0,98.0,72.0
zm3_10,57,4,zm_im,376.0,372.0,452.0,450.0,414.0,411.0,76.0,78.0
zm3_10,57,5,zm_im,196.0,139.0,274.0,221.0,235.0,180.0,78.0,82.0
zm3_10,57,6,zm_el,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,57,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,57,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,57,9,zm_im,243.0,420.0,323.0,512.0,283.0,466.0,80.0,92.0
zm3_10,58,1,zm_im,319.0,115.0,412.0,190.0,365.5,152.5,93.0,75.0
zm3_10,58,2,zm_el,418.0,167.0,496.0,248.0,457.0,207.5,78.0,81.0
zm3_10,58,3,zm_im,405.0,281.0,503.0,353.0,454.0,317.0,98.0,72.0
zm3_10,58,4,zm_im,376.0,372.0,452.0,450.0,414.0,411.0,76.0,78.0
zm3_10,58,5,zm_im,196.0,139.0,274.0,221.0,235.0,180.0,78.0,82.0
zm3_10,58,6,zm_el,118.0,237.0,203.0,301.0,160.5,269.0,85.0,64.0
zm3_10,58,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,58,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,58,9,zm_im,243.0,420.0,323.0,512.0,283.0,466.0,80.0,92.0
zm3_10,59,1,zm_im,319.0,115.0,412.0,190.0,365.5,152.5,93.0,75.0
zm3_10,59,2,zm_el,418.0,167.0,496.0,248.0,457.0,207.5,78.0,81.0
zm3_10,59,3,zm_im,405.0,281.0,503.0,353.0,454.0,317.0,98.0,72.0
zm3_10,59,4,zm_im,376.0,372.0,452.0,450.0,414.0,411.0,76.0,78.0
zm3_10,59,5,zm_im,196.0,139.0,275.0,221.0,235.5,180.0,79.0,82.0
zm3_10,59,6,zm_el,118.0,237.0,203.0,302.0,160.5,269.5,85.0,65.0
zm3_10,59,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,59,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,59,9,zm_im,243.0,420.0,323.0,513.0,283.0,466.5,80.0,93.0
zm3_10,60,1,zm_im,319.0,115.0,412.0,190.0,365.5,152.5,93.0,75.0
zm3_10,60,2,zm_el,418.0,167.0,496.0,248.0,457.0,207.5,78.0,81.0
zm3_10,60,3,zm_im,405.0,280.0,503.0,353.0,454.0,316.5,98.0,73.0
zm3_10,60,4,zm_im,376.0,372.0,452.0,450.0,414.0,411.0,76.0,78.0
zm3_10,60,5,zm_im,196.0,139.0,275.0,221.0,235.5,180.0,79.0,82.0
zm3_10,60,6,zm_el,118.0,237.0,203.0,302.0,160.5,269.5,85.0,65.0
zm3_10,60,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,60,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,60,9,zm_im,243.0,420.0,323.0,513.0,283.0,466.5,80.0,93.0
zm3_10,61,1,zm_im,319.0,114.0,413.0,190.0,366.0,152.0,94.0,76.0
zm3_10,61,2,zm_el,418.0,167.0,496.0,248.0,457.0,207.5,78.0,81.0
zm3_10,61,3,zm_im,405.0,280.0,504.0,353.0,454.5,316.5,99.0,73.0
zm3_10,61,4,zm_el,376.0,372.0,452.0,450.0,414.0,411.0,76.0,78.0
zm3_10,61,5,zm_im,196.0,139.0,275.0,222.0,235.5,180.5,79.0,83.0
zm3_10,61,6,zm_el,118.0,237.0,203.0,302.0,160.5,269.5,85.0,65.0
zm3_10,61,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,61,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,61,9,zm_im,243.0,420.0,323.0,513.0,283.0,466.5,80.0,93.0
zm3_10,62,1,zm_im,319.0,114.0,413.0,190.0,366.0,152.0,94.0,76.0
zm3_10,62,2,zm_el,418.0,166.0,496.0,248.0,457.0,207.0,78.0,82.0
zm3_10,62,3,zm_im,405.0,280.0,504.0,353.0,454.5,316.5,99.0,73.0
zm3_10,62,4,zm_el,376.0,372.0,453.0,450.0,414.5,411.0,77.0,78.0
zm3_10,62,5,zm_im,196.0,139.0,276.0,222.0,236.0,180.5,80.0,83.0
zm3_10,62,6,zm_el,118.0,237.0,204.0,302.0,161.0,269.5,86.0,65.0
zm3_10,62,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,62,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,62,9,zm_im,243.0,420.0,323.0,513.0,283.0,466.5,80.0,93.0
zm3_10,63,1,zm_im,318.0,114.0,413.0,190.0,365.5,152.0,95.0,76.0
zm3_10,63,2,zm_el,418.0,166.0,496.0,248.0,457.0,207.0,78.0,82.0
zm3_10,63,3,zm_im,405.0,280.0,504.0,353.0,454.5,316.5,99.0,73.0
zm3_10,63,4,zm_el,376.0,372.0,453.0,451.0,414.5,411.5,77.0,79.0
zm3_10,63,5,zm_im,196.0,139.0,276.0,222.0,236.0,180.5,80.0,83.0
zm3_10,63,6,zm_el,117.0,237.0,204.0,302.0,160.5,269.5,87.0,65.0
zm3_10,63,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,63,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,63,9,zm_im,243.0,419.0,323.0,513.0,283.0,466.0,80.0,94.0
zm3_10,64,1,zm_im,318.0,114.0,413.0,190.0,365.5,152.0,95.0,76.0
zm3_10,64,2,zm_el,418.0,166.0,496.0,248.0,457.0,207.0,78.0,82.0
zm3_10,64,3,zm_im,405.0,280.0,504.0,353.0,454.5,316.5,99.0,73.0
zm3_10,64,4,zm_el,376.0,372.0,453.0,451.0,414.5,411.5,77.0,79.0
zm3_10,64,5,zm_im,196.0,139.0,276.0,223.0,236.0,181.0,80.0,84.0
zm3_10,64,6,zm_el,117.0,236.0,205.0,302.0,161.0,269.0,88.0,66.0
zm3_10,64,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,64,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,64,9,zm_im,243.0,419.0,323.0,514.0,283.0,466.5,80.0,95.0
zm3_10,65,1,zm_im,318.0,114.0,413.0,190.0,365.5,152.0,95.0,76.0
zm3_10,65,2,zm_el,418.0,166.0,496.0,248.0,457.0,207.0,78.0,82.0
zm3_10,65,3,zm_im,405.0,280.0,504.0,353.0,454.5,316.5,99.0,73.0
zm3_10,65,4,zm_el,376.0,372.0,454.0,452.0,415.0,412.0,78.0,80.0
zm3_10,65,5,zm_im,196.0,139.0,277.0,223.0,236.5,181.0,81.0,84.0
zm3_10,65,6,zm_el,117.0,236.0,205.0,302.0,161.0,269.0,88.0,66.0
zm3_10,65,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,65,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,65,9,zm_im,243.0,419.0,324.0,514.0,283.5,466.5,81.0,95.0
zm3_10,66,1,zm_im,318.0,114.0,413.0,190.0,365.5,152.0,95.0,76.0
zm3_10,66,2,zm_el,418.0,166.0,496.0,248.0,457.0,207.0,78.0,82.0
zm3_10,66,3,zm_im,405.0,280.0,504.0,352.0,454.5,316.0,99.0,72.0
zm3_10,66,4,zm_el,376.0,372.0,454.0,452.0,415.0,412.0,78.0,80.0
zm3_10,66,5,zm_el,196.0,139.0,277.0,223.0,236.5,181.0,81.0,84.0
zm3_10,66,6,zm_el,116.0,236.0,206.0,302.0,161.0,269.0,90.0,66.0
zm3_10,66,7,zm_im,276.0,287.0,351.0,377.0,313.5,332.0,75.0,90.0
zm3_10,66,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,66,9,zm_im,243.0,419.0,324.0,514.0,283.5,466.5,81.0,95.0
zm3_10,67,1,zm_el,318.0,114.0,413.0,190.0,365.5,152.0,95.0,76.0
zm3_10,67,2,zm_el,418.0,165.0,496.0,248.0,457.0,206.5,78.0,83.0
zm3_10,67,3,zm_el,405.0,280.0,504.0,352.0,454.5,316.0,99.0,72.0
zm3_10,67,4,zm_el,376.0,372.0,455.0,453.0,415.5,412.5,79.0,81.0
zm3_10,67,5,zm_el,196.0,139.0,277.0,224.0,236.5,181.5,81.0,85.0
zm3_10,67,6,zm_el,116.0,236.0,206.0,302.0,161.0,269.0,90.0,66.0
zm3_10,67,7,zm_im,276.0,286.0,351.0,377.0,313.5,331.5,75.0,91.0
zm3_10,67,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
zm3_10,67,9,zm_im,243.0,419.0,324.0,514.0,283.5,466.5,81.0,95.0
zm3_10,68,1,zm_el,317.0,113.0,414.0,190.0,365.5,151.5,97.0,77.0
zm3_10,68,2,zm_el,418.0,165.0,496.0,248.0,457.0,206.5,78.0,83.0
zm3_10,68,3,zm_el,405.0,280.0,504.0,352.0,454.5,316.0,99.0,72.0
zm3_10,68,4,zm_el,376.0,372.0,455.0,453.0,415.5,412.5,79.0,81.0
zm3_10,68,5,zm_el,196.0,139.0,278.0,224.0,237.0,181.5,82.0,85.0
zm3_10,68,6,zm_el,116.0,235.0,207.0,302.0,161.5,268.5,91.0,67.0
zm3_10,68,7,zm_el,276.0,286.0,351.0,377.0,313.5,331.5,75.0,91.0
zm3_10,68,8,zm_im,127.0,333.0,208.0,393.0,167.5,363.0,81.0,60.0
