group,frame_from,frame_to,object_position,class_from,class_to
zm1_9,84,85,2,zm_el,zm_im
zm1_9,84,85,9,zm_im,zm_el
zm1_9,84,85,10,zm_el,zm_im
zm1_9,85,86,2,zm_im,zm_el
zm1_9,85,86,5,zm_el,zm_im
zm1_9,85,86,6,zm_el,zm_im
zm1_9,85,86,10,zm_im,zm_el
zm1_9,86,87,1,zm_el,zm_im
zm1_9,86,87,7,zm_im,zm_el
zm1_9,87,88,1,zm_im,zm_el
zm1_9,87,88,4,zm_el,zm_im
zm1_9,87,88,5,zm_im,zm_el
zm1_9,87,88,8,zm_el,zm_im
zm1_9,88,89,5,zm_el,zm_im
zm1_9,88,89,6,zm_im,zm_el
zm1_9,88,89,8,zm_im,zm_el
zm1_9,88,89,9,zm_el,zm_im
zm1_9,89,90,2,zm_el,zm_im
zm1_9,89,90,3,zm_el,zm_im
zm1_9,89,90,4,zm_im,zm_el
zm1_9,89,90,5,zm_im,zm_el
zm1_9,89,90,8,zm_el,zm_im
zm1_9,89,90,9,zm_im,zm_el
zm1_9,90,91,3,zm_im,zm_el
zm1_9,90,91,8,zm_im,zm_el
zm1_9,90,91,9,zm_el,zm_im
zm1_9,90,91,10,zm_el,zm_im
zm1_9,91,92,2,zm_im,zm_el
zm1_9,91,92,3,zm_el,zm_im
zm1_9,91,92,5,zm_el,zm_im
zm1_9,91,92,6,zm_el,zm_im
zm1_9,91,92,9,zm_im,zm_el
zm1_9,91,92,10,zm_im,zm_el
zm1_9,92,93,1,zm_el,zm_im
zm1_9,92,93,3,zm_im,zm_el
zm1_9,92,93,4,zm_el,zm_im
zm1_9,92,93,5,zm_im,zm_el
zm1_9,93,94,1,zm_im,zm_el
zm1_9,93,94,4,zm_im,zm_el
zm1_9,93,94,7,zm_el,zm_im
zm1_9,93,94,10,zm_el,zm_im
zm1_9,94,95,5,zm_el,zm_im
zm1_9,94,95,6,zm_im,zm_el
zm1_9,94,95,9,zm_el,zm_im
zm1_9,94,95,10,zm_im,zm_el
zm1_9,95,96,1,zm_el,zm_im
zm1_9,95,96,7,zm_im,zm_el
zm1_9,95,96,9,zm_im,zm_el
zm1_9,95,96,10,zm_el,zm_im
zm1_9,96,97,1,zm_im,zm_el
zm1_9,96,97,4,zm_el,zm_im
zm1_9,96,97,5,zm_im,zm_el
zm1_9,96,97,8,zm_el,zm_im
zm1_9,96,97,9,zm_el,zm_im
zm1_9,96,97,10,zm_im,zm_el
zm2_1,42,43,8,zm_im,zm_el
zm2_1,45,46,7,zm_im,zm_el
zm2_1,46,47,10,zm_im,zm_el
zm2_1,64,65,6,zm_im,zm_el
zm2_1,64,65,9,zm_im,zm_el
zm2_1,68,69,4,zm_im,zm_el
zm2_1,68,69,5,zm_im,zm_el
zm2_1,81,82,1,zm_im,zm_el
zm2_10,38,39,7,zm_im,zm_el
zm2_10,40,41,6,zm_im,zm_el
zm2_10,40,41,7,zm_el,zm_im
zm2_10,41,42,4,zm_im,zm_el
zm2_10,41,42,6,zm_el,zm_im
zm2_10,42,43,4,zm_el,zm_im
zm2_10,42,43,5,zm_im,zm_el
zm2_10,42,43,10,zm_im,zm_el
zm2_10,43,44,5,zm_el,zm_im
zm2_10,43,44,6,zm_im,zm_el
zm2_10,43,44,9,zm_im,zm_el
zm2_10,43,44,10,zm_el,zm_im
zm2_10,44,45,5,zm_im,zm_el
zm2_10,44,45,9,zm_el,zm_im
zm2_10,45,46,5,zm_el,zm_im
zm2_10,45,46,7,zm_im,zm_el
zm2_10,46,47,5,zm_im,zm_el
zm2_10,46,47,6,zm_el,zm_im
zm2_10,47,48,5,zm_el,zm_im
zm2_10,47,48,6,zm_im,zm_el
zm2_10,48,49,4,zm_im,zm_el
zm2_10,48,49,6,zm_el,zm_im
zm2_10,49,50,4,zm_el,zm_im
zm2_10,49,50,7,zm_el,zm_im
zm2_10,49,50,8,zm_im,zm_el
zm2_10,49,50,10,zm_im,zm_el
zm2_10,50,51,2,zm_im,zm_el
zm2_10,50,51,6,zm_im,zm_el
zm2_10,50,51,8,zm_el,zm_im
zm2_10,51,52,1,zm_im,zm_el
zm2_10,51,52,6,zm_el,zm_im
zm2_10,51,52,7,zm_im,zm_el
zm2_10,51,52,10,zm_el,zm_im
zm2_10,52,53,2,zm_el,zm_im
zm2_10,52,53,5,zm_im,zm_el
zm2_10,52,53,6,zm_im,zm_el
zm2_10,52,53,7,zm_el,zm_im
zm2_10,53,54,1,zm_el,zm_im
zm2_10,53,54,5,zm_el,zm_im
zm2_10,53,54,8,zm_im,zm_el
zm2_10,53,54,9,zm_im,zm_el
zm2_10,54,55,2,zm_im,zm_el
zm2_10,54,55,5,zm_im,zm_el
zm2_10,54,55,6,zm_el,zm_im
zm2_10,54,55,7,zm_im,zm_el
zm2_10,54,55,9,zm_el,zm_im
zm2_10,55,56,1,zm_im,zm_el
zm2_10,55,56,3,zm_im,zm_el
zm2_10,55,56,4,zm_im,zm_el
zm2_10,55,56,5,zm_el,zm_im
zm2_10,55,56,7,zm_el,zm_im
zm2_10,55,56,8,zm_el,zm_im
zm2_10,56,57,1,zm_el,zm_im
zm2_10,56,57,6,zm_im,zm_el
zm2_10,56,57,8,zm_im,zm_el
zm2_10,56,57,9,zm_im,zm_el
zm2_10,57,58,5,zm_im,zm_el
zm2_10,57,58,6,zm_el,zm_im
zm2_10,57,58,7,zm_im,zm_el
zm2_10,57,58,9,zm_el,zm_im
zm2_10,58,59,1,zm_im,zm_el
zm2_10,58,59,2,zm_el,zm_im
zm2_10,58,59,3,zm_el,zm_im
zm2_10,58,59,8,zm_el,zm_im
zm2_10,58,59,9,zm_im,zm_el
zm2_10,58,59,10,zm_im,zm_el
zm2_10,59,60,6,zm_im,zm_el
zm2_10,59,60,8,zm_im,zm_el
zm2_10,59,60,9,zm_el,zm_im
zm2_10,59,60,10,zm_el,zm_im
zm2_10,60,61,1,zm_el,zm_im
zm2_10,60,61,2,zm_im,zm_el
zm2_10,60,61,3,zm_im,zm_el
zm2_10,60,61,5,zm_el,zm_im
zm2_10,60,61,8,zm_el,zm_im
zm2_10,60,61,9,zm_im,zm_el
zm2_10,60,61,10,zm_im,zm_el
zm2_10,61,62,1,zm_im,zm_el
zm2_10,61,62,5,zm_im,zm_el
zm2_10,61,62,6,zm_el,zm_im
zm2_10,62,63,1,zm_el,zm_im
zm2_10,62,63,5,zm_el,zm_im
zm2_10,62,63,6,zm_im,zm_el
zm2_10,62,63,8,zm_im,zm_el
zm2_10,63,64,1,zm_im,zm_el
zm2_10,63,64,2,zm_el,zm_im
zm2_10,63,64,5,zm_im,zm_el
zm2_10,63,64,10,zm_el,zm_im
zm2_10,64,65,1,zm_el,zm_im
zm2_10,64,65,2,zm_im,zm_el
zm2_10,64,65,4,zm_el,zm_im
zm2_10,64,65,10,zm_im,zm_el
zm2_10,65,66,1,zm_im,zm_el
zm2_10,65,66,10,zm_el,zm_im
zm2_10,66,67,1,zm_el,zm_im
zm2_10,66,67,2,zm_el,zm_im
zm2_10,66,67,4,zm_im,zm_el
zm2_10,66,67,10,zm_im,zm_el
zm2_10,67,68,1,zm_im,zm_el
zm2_10,67,68,2,zm_im,zm_el
zm2_10,67,68,6,zm_el,zm_im
zm2_10,68,69,2,zm_el,zm_im
zm2_10,68,69,6,zm_im,zm_el
zm2_10,69,70,1,zm_el,zm_im
zm2_10,69,70,2,zm_im,zm_el
zm2_10,70,71,1,zm_im,zm_el
zm2_10,70,71,3,zm_el,zm_im
zm2_10,71,72,1,zm_el,zm_im
zm2_10,71,72,3,zm_im,zm_el
zm2_10,73,74,1,zm_im,zm_el
zm2_10,73,74,8,zm_el,zm_im
zm2_10,74,75,6,zm_el,zm_im
zm2_10,74,75,8,zm_im,zm_el
zm2_10,75,76,6,zm_im,zm_el
zm2_10,75,76,10,zm_el,zm_im
zm2_10,76,77,2,zm_el,zm_im
zm2_10,76,77,10,zm_im,zm_el
zm2_10,77,78,2,zm_im,zm_el
zm2_10,77,78,5,zm_el,zm_im
zm2_10,78,79,3,zm_el,zm_im
zm2_10,78,79,5,zm_im,zm_el
zm2_10,79,80,3,zm_im,zm_el
zm2_10,79,80,4,zm_el,zm_im
zm2_10,81,82,4,zm_im,zm_el
zm2_11,45,46,10,zm_im,zm_el
zm2_11,46,47,1,zm_im,zm_el
zm2_11,48,49,5,zm_im,zm_el
zm2_11,48,49,8,zm_im,zm_el
zm2_11,53,54,7,zm_im,zm_el
zm2_11,54,55,4,zm_im,zm_el
zm2_11,73,74,6,zm_im,zm_el
zm2_11,74,75,9,zm_im,zm_el
zm2_11,76,77,3,zm_im,zm_el
zm2_11,77,78,2,zm_im,zm_el
zm2_12,38,39,4,zm_im,zm_el
zm2_12,46,47,9,zm_im,zm_el
zm2_12,47,48,8,zm_im,zm_el
zm2_12,49,50,3,zm_im,zm_el
zm2_12,61,62,6,zm_im,zm_el
zm2_12,73,74,2,zm_im,zm_el
zm2_12,75,76,5,zm_im,zm_el
zm2_12,88,89,1,zm_im,zm_el
zm2_2,43,44,10,zm_im,zm_el
zm2_2,45,46,3,zm_im,zm_el
zm2_2,47,48,8,zm_im,zm_el
zm2_2,52,53,5,zm_im,zm_el
zm2_2,69,70,9,zm_im,zm_el
zm2_2,88,89,1,zm_im,zm_el
zm2_3,46,47,4,zm_im,zm_el
zm2_3,46,47,7,zm_im,zm_el
zm2_3,47,48,3,zm_im,zm_el
zm2_3,49,50,6,zm_im,zm_el
zm2_3,56,57,9,zm_im,zm_el
zm2_3,57,58,8,zm_im,zm_el
zm2_3,60,61,5,zm_im,zm_el
zm2_3,64,65,2,zm_im,zm_el
zm2_3,65,66,1,zm_im,zm_el
zm2_3,68,69,10,zm_im,zm_el
zm2_4,26,27,2,zm_im,zm_el
zm2_4,50,51,5,zm_im,zm_el
zm2_4,53,54,3,zm_im,zm_el
zm2_4,53,54,6,zm_im,zm_el
zm2_4,54,55,8,zm_im,zm_el
zm2_4,56,57,4,zm_im,zm_el
zm2_4,58,59,9,zm_im,zm_el
zm2_5,47,48,9,zm_im,zm_el
zm2_5,48,49,5,zm_im,zm_el
zm2_5,48,49,9,zm_el,zm_im
zm2_5,50,51,5,zm_el,zm_im
zm2_5,50,51,10,zm_im,zm_el
zm2_5,51,52,9,zm_im,zm_el
zm2_5,51,52,10,zm_el,zm_im
zm2_5,52,53,7,zm_im,zm_el
zm2_5,52,53,8,zm_im,zm_el
zm2_5,52,53,9,zm_el,zm_im
zm2_5,53,54,1,zm_im,zm_el
zm2_5,53,54,3,zm_im,zm_el
zm2_5,53,54,8,zm_el,zm_im
zm2_5,54,55,1,zm_el,zm_im
zm2_5,54,55,2,zm_im,zm_el
zm2_5,54,55,7,zm_el,zm_im
zm2_5,54,55,8,zm_im,zm_el
zm2_5,54,55,9,zm_im,zm_el
zm2_5,55,56,2,zm_el,zm_im
zm2_5,55,56,7,zm_im,zm_el
zm2_5,55,56,8,zm_el,zm_im
zm2_5,55,56,10,zm_im,zm_el
zm2_5,56,57,5,zm_im,zm_el
zm2_5,56,57,6,zm_im,zm_el
zm2_5,56,57,7,zm_el,zm_im
zm2_5,56,57,9,zm_el,zm_im
zm2_5,57,58,1,zm_im,zm_el
zm2_5,57,58,3,zm_el,zm_im
zm2_5,57,58,4,zm_im,zm_el
zm2_5,57,58,5,zm_el,zm_im
zm2_5,57,58,6,zm_el,zm_im
zm2_5,57,58,8,zm_im,zm_el
zm2_5,58,59,6,zm_im,zm_el
zm2_5,58,59,8,zm_el,zm_im
zm2_5,59,60,1,zm_el,zm_im
zm2_5,59,60,7,zm_im,zm_el
zm2_5,59,60,8,zm_im,zm_el
zm2_5,59,60,9,zm_im,zm_el
zm2_5,60,61,1,zm_im,zm_el
zm2_5,60,61,2,zm_im,zm_el
zm2_5,60,61,4,zm_el,zm_im
zm2_5,60,61,5,zm_im,zm_el
zm2_5,60,61,6,zm_el,zm_im
zm2_5,60,61,9,zm_el,zm_im
zm2_5,61,62,3,zm_im,zm_el
zm2_5,61,62,4,zm_im,zm_el
zm2_5,61,62,6,zm_im,zm_el
zm2_5,61,62,7,zm_el,zm_im
zm2_5,61,62,8,zm_el,zm_im
zm2_5,61,62,10,zm_el,zm_im
zm2_5,62,63,2,zm_el,zm_im
zm2_5,62,63,3,zm_el,zm_im
zm2_5,62,63,7,zm_im,zm_el
zm2_5,62,63,9,zm_im,zm_el
zm2_5,63,64,2,zm_im,zm_el
zm2_5,63,64,4,zm_el,zm_im
zm2_5,63,64,7,zm_el,zm_im
zm2_5,63,64,8,zm_im,zm_el
zm2_5,63,64,10,zm_im,zm_el
zm2_5,64,65,2,zm_el,zm_im
zm2_5,64,65,3,zm_im,zm_el
zm2_5,64,65,4,zm_im,zm_el
zm2_5,64,65,6,zm_el,zm_im
zm2_5,64,65,7,zm_im,zm_el
zm2_5,64,65,8,zm_el,zm_im
zm2_5,65,66,1,zm_el,zm_im
zm2_5,65,66,3,zm_el,zm_im
zm2_5,65,66,6,zm_im,zm_el
zm2_5,65,66,8,zm_im,zm_el
zm2_5,66,67,1,zm_im,zm_el
zm2_5,66,67,2,zm_im,zm_el
zm2_5,66,67,3,zm_im,zm_el
zm2_5,66,67,5,zm_el,zm_im
zm2_5,66,67,8,zm_el,zm_im
zm2_5,67,68,4,zm_el,zm_im
zm2_5,67,68,8,zm_im,zm_el
zm2_5,68,69,5,zm_im,zm_el
zm2_5,68,69,7,zm_el,zm_im
zm2_5,69,70,4,zm_im,zm_el
zm2_5,69,70,5,zm_el,zm_im
zm2_5,69,70,7,zm_im,zm_el
zm2_5,70,71,5,zm_im,zm_el
zm2_5,70,71,6,zm_el,zm_im
zm2_5,71,72,6,zm_im,zm_el
zm2_5,71,72,9,zm_el,zm_im
zm2_5,72,73,9,zm_im,zm_el
zm2_6,49,50,10,zm_im,zm_el
zm2_6,52,53,3,zm_im,zm_el
zm2_6,52,53,4,zm_im,zm_el
zm2_6,56,57,1,zm_im,zm_el
zm2_6,57,58,2,zm_im,zm_el
zm2_6,60,61,8,zm_im,zm_el
zm2_6,63,64,6,zm_im,zm_el
zm2_6,66,67,9,zm_im,zm_el
zm2_6,70,71,5,zm_im,zm_el
zm2_6,71,72,7,zm_im,zm_el
zm2_7,41,42,10,zm_im,zm_el
zm2_7,45,46,5,zm_im,zm_el
zm2_7,57,58,9,zm_im,zm_el
zm2_7,58,59,6,zm_im,zm_el
zm2_7,58,59,8,zm_im,zm_el
zm2_7,60,61,7,zm_im,zm_el
zm2_8,45,46,1,zm_im,zm_el
zm2_8,48,49,3,zm_im,zm_el
zm2_8,53,54,6,zm_im,zm_el
zm2_8,56,57,9,zm_im,zm_el
zm2_8,58,59,8,zm_im,zm_el
zm2_8,61,62,7,zm_im,zm_el
zm2_8,79,80,2,zm_im,zm_el
zm2_8,96,97,4,zm_im,zm_el
zm2_9,37,38,5,zm_im,zm_el
zm2_9,39,40,9,zm_im,zm_el
zm2_9,44,45,6,zm_im,zm_el
zm2_9,76,77,4,zm_im,zm_el
zm2_9,76,77,7,zm_im,zm_el
zm2_9,78,79,8,zm_im,zm_el
zm2_9,80,81,1,zm_im,zm_el
zm2_9,86,87,10,zm_im,zm_el
zm3_1,67,68,6,zm_im,zm_el
zm3_1,68,69,5,zm_im,zm_el
zm3_1,70,71,4,zm_im,zm_el
zm3_1,71,72,8,zm_im,zm_el
zm3_1,74,75,3,zm_im,zm_el
zm3_1,78,79,7,zm_im,zm_el
zm3_1,79,80,1,zm_im,zm_el
zm3_1,86,87,2,zm_im,zm_el
zm3_10,55,56,6,zm_im,zm_el
zm3_10,57,58,2,zm_im,zm_el
zm3_10,60,61,4,zm_im,zm_el
zm3_10,65,66,5,zm_im,zm_el
zm3_10,66,67,1,zm_im,zm_el
zm3_10,66,67,3,zm_im,zm_el
zm3_10,67,68,7,zm_im,zm_el
zm3_10,77,78,9,zm_im,zm_el
zm3_10,81,82,8,zm_im,zm_el
zm3_11,45,46,10,zm_im,zm_el
zm3_11,47,48,8,zm_im,zm_el
zm3_11,59,60,4,zm_im,zm_el
zm3_11,59,60,7,zm_im,zm_el
zm3_11,73,74,6,zm_im,zm_el
zm3_11,77,78,3,zm_im,zm_el
zm3_11,79,80,9,zm_im,zm_el
zm3_11,85,86,5,zm_im,zm_el
zm3_12,48,49,9,zm_im,zm_el
zm3_12,57,58,6,zm_im,zm_el
zm3_12,58,59,7,zm_im,zm_el
zm3_12,62,63,8,zm_im,zm_el
zm3_12,68,69,3,zm_im,zm_el
zm3_12,71,72,5,zm_im,zm_el
zm3_12,77,78,1,zm_im,zm_el
zm3_2,39,40,5,zm_im,zm_el
zm3_2,41,42,6,zm_im,zm_el
zm3_2,48,49,8,zm_im,zm_el
zm3_2,51,52,9,zm_im,zm_el
zm3_2,67,68,7,zm_im,zm_el
zm3_2,74,75,10,zm_im,zm_el
zm3_2,82,83,4,zm_im,zm_el
zm3_2,85,86,3,zm_im,zm_el
zm3_3,39,40,9,zm_im,zm_el
zm3_3,40,41,2,zm_im,zm_el
zm3_3,40,41,7,zm_im,zm_el
zm3_3,49,50,4,zm_im,zm_el
zm3_3,56,57,8,zm_im,zm_el
zm3_3,61,62,6,zm_im,zm_el
zm3_3,64,65,3,zm_im,zm_el
zm3_3,67,68,5,zm_im,zm_el
zm3_3,68,69,10,zm_im,zm_el
zm3_4,21,22,4,zm_im,zm_el
zm3_4,22,23,4,zm_el,zm_im
zm3_4,22,23,7,zm_im,zm_el
zm3_4,23,24,6,zm_im,zm_el
zm3_4,23,24,7,zm_el,zm_im
zm3_4,24,25,6,zm_el,zm_im
zm3_4,24,25,9,zm_im,zm_el
zm3_4,26,27,6,zm_im,zm_el
zm3_4,26,27,9,zm_el,zm_im
zm3_4,27,28,2,zm_im,zm_el
zm3_4,27,28,6,zm_el,zm_im
zm3_4,28,29,2,zm_el,zm_im
zm3_4,28,29,10,zm_im,zm_el
zm3_4,29,30,4,zm_im,zm_el
zm3_4,29,30,10,zm_el,zm_im
zm3_4,30,31,4,zm_el,zm_im
zm3_4,30,31,10,zm_im,zm_el
zm3_4,31,32,6,zm_im,zm_el
zm3_4,31,32,8,zm_im,zm_el
zm3_4,31,32,10,zm_el,zm_im
zm3_4,32,33,3,zm_im,zm_el
zm3_4,32,33,4,zm_im,zm_el
zm3_4,32,33,6,zm_el,zm_im
zm3_4,32,33,8,zm_el,zm_im
zm3_4,33,34,3,zm_el,zm_im
zm3_4,33,34,6,zm_im,zm_el
zm3_4,34,35,1,zm_im,zm_el
zm3_4,34,35,4,zm_el,zm_im
zm3_4,35,36,1,zm_el,zm_im
zm3_4,35,36,3,zm_im,zm_el
zm3_4,35,36,6,zm_el,zm_im
zm3_4,35,36,7,zm_im,zm_el
zm3_4,35,36,8,zm_im,zm_el
zm3_4,36,37,1,zm_im,zm_el
zm3_4,36,37,3,zm_el,zm_im
zm3_4,36,37,5,zm_im,zm_el
zm3_4,36,37,7,zm_el,zm_im
zm3_4,36,37,8,zm_el,zm_im
zm3_4,36,37,9,zm_im,zm_el
zm3_4,37,38,1,zm_el,zm_im
zm3_4,37,38,3,zm_im,zm_el
zm3_4,37,38,5,zm_el,zm_im
zm3_4,37,38,6,zm_im,zm_el
zm3_4,37,38,7,zm_im,zm_el
zm3_4,37,38,9,zm_el,zm_im
zm3_4,38,39,1,zm_im,zm_el
zm3_4,38,39,4,zm_im,zm_el
zm3_4,38,39,6,zm_el,zm_im
zm3_4,38,39,7,zm_el,zm_im
zm3_4,38,39,9,zm_im,zm_el
zm3_4,39,40,1,zm_el,zm_im
zm3_4,39,40,6,zm_im,zm_el
zm3_4,39,40,7,zm_im,zm_el
zm3_4,39,40,9,zm_el,zm_im
zm3_4,39,40,10,zm_im,zm_el
zm3_4,40,41,1,zm_im,zm_el
zm3_4,40,41,4,zm_el,zm_im
zm3_4,40,41,5,zm_im,zm_el
zm3_4,40,41,6,zm_el,zm_im
zm3_4,40,41,7,zm_el,zm_im
zm3_4,40,41,8,zm_im,zm_el
zm3_4,40,41,9,zm_im,zm_el
zm3_4,40,41,10,zm_el,zm_im
zm3_4,41,42,3,zm_el,zm_im
zm3_4,41,42,4,zm_im,zm_el
zm3_4,42,43,1,zm_el,zm_im
zm3_4,42,43,4,zm_el,zm_im
zm3_4,42,43,6,zm_im,zm_el
zm3_4,42,43,7,zm_im,zm_el
zm3_4,42,43,9,zm_el,zm_im
zm3_4,42,43,10,zm_im,zm_el
zm3_4,43,44,1,zm_im,zm_el
zm3_4,43,44,2,zm_im,zm_el
zm3_4,43,44,7,zm_el,zm_im
zm3_4,43,44,9,zm_im,zm_el
zm3_4,43,44,10,zm_el,zm_im
zm3_4,44,45,1,zm_el,zm_im
zm3_4,44,45,4,zm_im,zm_el
zm3_4,44,45,5,zm_el,zm_im
zm3_4,44,45,7,zm_im,zm_el
zm3_4,44,45,8,zm_el,zm_im
zm3_4,44,45,10,zm_im,zm_el
zm3_4,45,46,5,zm_im,zm_el
zm3_4,45,46,8,zm_im,zm_el
zm3_4,45,46,9,zm_el,zm_im
zm3_4,46,47,1,zm_im,zm_el
zm3_4,46,47,3,zm_im,zm_el
zm3_4,46,47,4,zm_el,zm_im
zm3_4,46,47,8,zm_el,zm_im
zm3_4,46,47,9,zm_im,zm_el
zm3_4,46,47,10,zm_el,zm_im
zm3_4,47,48,1,zm_el,zm_im
zm3_4,47,48,2,zm_el,zm_im
zm3_4,47,48,4,zm_im,zm_el
zm3_4,47,48,8,zm_im,zm_el
zm3_4,48,49,2,zm_im,zm_el
zm3_4,48,49,6,zm_el,zm_im
zm3_4,48,49,7,zm_el,zm_im
zm3_4,48,49,10,zm_im,zm_el
zm3_4,49,50,4,zm_el,zm_im
zm3_4,49,50,6,zm_im,zm_el
zm3_4,49,50,7,zm_im,zm_el
zm3_4,49,50,9,zm_el,zm_im
zm3_4,50,51,1,zm_im,zm_el
zm3_4,50,51,2,zm_el,zm_im
zm3_4,50,51,4,zm_im,zm_el
zm3_4,50,51,9,zm_im,zm_el
zm3_4,50,51,10,zm_el,zm_im
zm3_4,51,52,9,zm_el,zm_im
zm3_4,51,52,10,zm_im,zm_el
zm3_4,52,53,2,zm_im,zm_el
zm3_4,52,53,3,zm_el,zm_im
zm3_4,52,53,6,zm_el,zm_im
zm3_4,52,53,9,zm_im,zm_el
zm3_4,53,54,3,zm_im,zm_el
zm3_4,53,54,6,zm_im,zm_el
zm3_4,53,54,8,zm_el,zm_im
zm3_4,53,54,10,zm_el,zm_im
zm3_4,54,55,7,zm_el,zm_im
zm3_4,54,55,8,zm_im,zm_el
zm3_4,55,56,8,zm_el,zm_im
zm3_4,55,56,10,zm_im,zm_el
zm3_4,56,57,1,zm_el,zm_im
zm3_4,56,57,3,zm_el,zm_im
zm3_4,56,57,7,zm_im,zm_el
zm3_4,56,57,8,zm_im,zm_el
zm3_4,57,58,3,zm_im,zm_el
zm3_4,57,58,4,zm_el,zm_im
zm3_4,58,59,1,zm_im,zm_el
zm3_4,58,59,3,zm_el,zm_im
zm3_4,58,59,4,zm_im,zm_el
zm3_4,58,59,9,zm_el,zm_im
zm3_4,59,60,3,zm_im,zm_el
zm3_4,59,60,10,zm_el,zm_im
zm3_4,60,61,4,zm_el,zm_im
zm3_4,60,61,10,zm_im,zm_el
zm3_4,61,62,4,zm_im,zm_el
zm3_4,61,62,6,zm_el,zm_im
zm3_4,61,62,9,zm_im,zm_el
zm3_4,61,62,10,zm_el,zm_im
zm3_4,62,63,2,zm_el,zm_im
zm3_4,62,63,10,zm_im,zm_el
zm3_4,63,64,2,zm_im,zm_el
zm3_4,63,64,5,zm_el,zm_im
zm3_4,63,64,6,zm_im,zm_el
zm3_4,63,64,10,zm_el,zm_im
zm3_4,64,65,2,zm_el,zm_im
zm3_4,64,65,3,zm_el,zm_im
zm3_4,64,65,5,zm_im,zm_el
zm3_4,64,65,10,zm_im,zm_el
zm3_4,65,66,1,zm_el,zm_im
zm3_4,65,66,2,zm_im,zm_el
zm3_4,65,66,3,zm_im,zm_el
zm3_4,65,66,5,zm_el,zm_im
zm3_4,66,67,1,zm_im,zm_el
zm3_4,66,67,5,zm_im,zm_el
zm3_4,66,67,6,zm_el,zm_im
zm3_4,66,67,7,zm_el,zm_im
zm3_4,67,68,5,zm_el,zm_im
zm3_4,67,68,6,zm_im,zm_el
zm3_4,67,68,7,zm_im,zm_el
zm3_4,67,68,10,zm_el,zm_im
zm3_4,68,69,1,zm_el,zm_im
zm3_4,68,69,5,zm_im,zm_el
zm3_4,69,70,1,zm_im,zm_el
zm3_4,69,70,4,zm_el,zm_im
zm3_4,69,70,7,zm_el,zm_im
zm3_4,69,70,10,zm_im,zm_el
zm3_4,70,71,1,zm_el,zm_im
zm3_4,70,71,7,zm_im,zm_el
zm3_4,71,72,1,zm_im,zm_el
zm3_4,71,72,5,zm_el,zm_im
zm3_4,72,73,3,zm_el,zm_im
zm3_4,72,73,4,zm_im,zm_el
zm3_4,72,73,5,zm_im,zm_el
zm3_4,72,73,8,zm_el,zm_im
zm3_4,73,74,1,zm_el,zm_im
zm3_4,73,74,3,zm_im,zm_el
zm3_4,74,75,1,zm_im,zm_el
zm3_4,74,75,7,zm_el,zm_im
zm3_4,75,76,2,zm_el,zm_im
zm3_4,75,76,3,zm_el,zm_im
zm3_4,75,76,7,zm_im,zm_el
zm3_4,75,76,8,zm_im,zm_el
zm3_4,76,77,2,zm_im,zm_el
zm3_4,76,77,6,zm_el,zm_im
zm3_4,77,78,3,zm_im,zm_el
zm3_4,77,78,10,zm_el,zm_im
zm3_4,78,79,4,zm_el,zm_im
zm3_4,78,79,10,zm_im,zm_el
zm3_4,79,80,3,zm_el,zm_im
zm3_4,79,80,4,zm_im,zm_el
zm3_4,79,80,6,zm_im,zm_el
zm3_4,79,80,8,zm_el,zm_im
zm3_4,80,81,1,zm_el,zm_im
zm3_4,80,81,3,zm_im,zm_el
zm3_4,80,81,4,zm_el,zm_im
zm3_4,80,81,8,zm_im,zm_el
zm3_4,81,82,1,zm_im,zm_el
zm3_4,81,82,4,zm_im,zm_el
zm3_4,81,82,6,zm_el,zm_im
zm3_4,81,82,8,zm_el,zm_im
zm3_4,82,83,3,zm_el,zm_im
zm3_4,82,83,6,zm_im,zm_el
zm3_4,82,83,7,zm_el,zm_im
zm3_4,82,83,8,zm_im,zm_el
zm3_4,83,84,1,zm_el,zm_im
zm3_4,83,84,3,zm_im,zm_el
zm3_4,83,84,7,zm_im,zm_el
zm3_4,83,84,10,zm_el,zm_im
zm3_4,84,85,1,zm_im,zm_el
zm3_4,84,85,7,zm_el,zm_im
zm3_4,84,85,9,zm_el,zm_im
zm3_4,84,85,10,zm_im,zm_el
zm3_4,85,86,1,zm_el,zm_im
zm3_4,85,86,7,zm_im,zm_el
zm3_4,85,86,9,zm_im,zm_el
zm3_4,85,86,10,zm_el,zm_im
zm3_4,86,87,1,zm_im,zm_el
zm3_4,86,87,4,zm_el,zm_im
zm3_4,86,87,6,zm_el,zm_im
zm3_4,86,87,10,zm_im,zm_el
zm3_4,87,88,4,zm_im,zm_el
zm3_4,87,88,5,zm_el,zm_im
zm3_4,87,88,6,zm_im,zm_el
zm3_4,87,88,10,zm_el,zm_im
zm3_4,88,89,1,zm_el,zm_im
zm3_4,88,89,5,zm_im,zm_el
zm3_4,88,89,7,zm_el,zm_im
zm3_4,88,89,10,zm_im,zm_el
zm3_4,89,90,1,zm_im,zm_el
zm3_4,89,90,7,zm_im,zm_el
zm3_4,89,90,9,zm_el,zm_im
zm3_4,89,90,10,zm_el,zm_im
zm3_4,90,91,1,zm_el,zm_im
zm3_4,90,91,2,zm_el,zm_im
zm3_4,90,91,9,zm_im,zm_el
zm3_4,90,91,10,zm_im,zm_el
zm3_4,91,92,1,zm_im,zm_el
zm3_4,91,92,2,zm_im,zm_el
