group,frame,image,object_index,track_id,class,xmin,ymin,xmax,ymax,cx,cy,box_w,box_h,area,match_cost,matched,identity_source
pg1_10,78,pg1_10_img078.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,78,pg1_10_img078.jpg,3,3,pg_el,139.0,184.0,224.0,233.0,181.5,208.5,85.0,49.0,4165.0,1.118033988749895,True,spatial_assignment
pg1_10,78,pg1_10_img078.jpg,4,4,pg_el,329.0,72.0,430.0,169.0,379.5,120.5,101.0,97.0,9797.0,2.692582403567252,True,spatial_assignment
pg1_10,78,pg1_10_img078.jpg,5,5,pg_el,420.0,136.0,467.0,218.0,443.5,177.0,47.0,82.0,3854.0,0.7071067811865476,True,spatial_assignment
pg1_10,78,pg1_10_img078.jpg,6,6,pg_el,423.0,223.0,467.0,359.0,445.0,291.0,44.0,136.0,5984.0,1.0,True,spatial_assignment
pg1_10,78,pg1_10_img078.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,78,pg1_10_img078.jpg,8,8,pg_el,279.0,400.0,473.0,504.0,376.0,452.0,194.0,104.0,20176.0,3.0,True,spatial_assignment
pg1_10,78,pg1_10_img078.jpg,9,9,pg_el,131.0,377.0,230.0,426.0,180.5,401.5,99.0,49.0,4851.0,2.0,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,0,0,pg_el,240.0,209.0,285.0,246.0,262.5,227.5,45.0,37.0,1665.0,0.0,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,3,3,pg_el,137.0,184.0,225.0,233.0,181.0,208.5,88.0,49.0,4312.0,0.5,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,4,4,pg_el,329.0,68.0,431.0,169.0,380.0,118.5,102.0,101.0,10302.0,2.0615528128088303,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,5,5,pg_el,420.0,135.0,467.0,219.0,443.5,177.0,47.0,84.0,3948.0,0.0,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,6,6,pg_el,398.0,221.0,469.0,357.0,433.5,289.0,71.0,136.0,9656.0,11.672617529928752,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,8,8,pg_el,279.0,400.0,478.0,505.0,378.5,452.5,199.0,105.0,20895.0,2.5495097567963922,True,spatial_assignment
pg1_10,79,pg1_10_img079.jpg,9,9,pg_el,127.0,377.0,230.0,426.0,178.5,401.5,103.0,49.0,5047.0,2.0,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,0,0,pg_el,240.0,209.0,285.0,246.0,262.5,227.5,45.0,37.0,1665.0,0.0,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,3,3,pg_el,135.0,184.0,225.0,234.0,180.0,209.0,90.0,50.0,4500.0,1.118033988749895,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,4,4,pg_el,329.0,63.0,433.0,169.0,381.0,116.0,104.0,106.0,11024.0,2.692582403567252,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,5,5,pg_el,420.0,134.0,467.0,220.0,443.5,177.0,47.0,86.0,4042.0,0.0,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,6,6,pg_el,387.0,221.0,471.0,356.0,429.0,288.5,84.0,135.0,11340.0,4.527692569068709,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,8,8,pg_el,279.0,399.0,484.0,506.0,381.5,452.5,205.0,107.0,21935.0,3.0,True,spatial_assignment
pg1_10,80,pg1_10_img080.jpg,9,9,pg_el,123.0,377.0,230.0,426.0,176.5,401.5,107.0,49.0,5243.0,2.0,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.5,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,3,3,pg_el,133.0,184.0,225.0,235.0,179.0,209.5,92.0,51.0,4692.0,1.118033988749895,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,4,4,pg_el,329.0,59.0,435.0,169.0,382.0,114.0,106.0,110.0,11660.0,2.23606797749979,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,5,5,pg_el,420.0,133.0,467.0,221.0,443.5,177.0,47.0,88.0,4136.0,0.0,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,6,6,pg_el,391.0,218.0,475.0,356.0,433.0,287.0,84.0,138.0,11592.0,4.272001872658765,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,8,8,pg_el,278.0,399.0,489.0,506.0,383.5,452.5,211.0,107.0,22577.0,2.0,True,spatial_assignment
pg1_10,81,pg1_10_img081.jpg,9,9,pg_el,119.0,377.0,230.0,426.0,174.5,401.5,111.0,49.0,5439.0,2.0,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,3,3,pg_el,131.0,182.0,225.0,235.0,178.0,208.5,94.0,53.0,4982.0,1.4142135623730951,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,4,4,pg_el,329.0,55.0,436.0,169.0,382.5,112.0,107.0,114.0,12198.0,2.0615528128088303,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,5,5,pg_el,420.0,131.0,470.0,221.0,445.0,176.0,50.0,90.0,4500.0,1.8027756377319946,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,6,6,pg_el,387.0,218.0,475.0,354.0,431.0,286.0,88.0,136.0,11968.0,2.23606797749979,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,8,8,pg_el,278.0,399.0,495.0,507.0,386.5,453.0,217.0,108.0,23436.0,3.0413812651491097,True,spatial_assignment
pg1_10,82,pg1_10_img082.jpg,9,9,pg_el,115.0,377.0,230.0,426.0,172.5,401.5,115.0,49.0,5635.0,2.0,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,3,3,pg_el,129.0,181.0,225.0,235.0,177.0,208.0,96.0,54.0,5184.0,1.118033988749895,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,4,4,pg_el,329.0,50.0,438.0,169.0,383.5,109.5,109.0,119.0,12971.0,2.692582403567252,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,5,5,pg_el,420.0,130.0,472.0,221.0,446.0,175.5,52.0,91.0,4732.0,1.118033988749895,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,6,6,pg_el,383.0,218.0,475.0,353.0,429.0,285.5,92.0,135.0,12420.0,2.0615528128088303,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,8,8,pg_el,278.0,399.0,500.0,508.0,389.0,453.5,222.0,109.0,24198.0,2.5495097567963922,True,spatial_assignment
pg1_10,83,pg1_10_img083.jpg,9,9,pg_el,111.0,377.0,230.0,426.0,170.5,401.5,119.0,49.0,5831.0,2.0,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,3,3,pg_el,127.0,180.0,225.0,235.0,176.0,207.5,98.0,55.0,5390.0,1.118033988749895,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,4,4,pg_el,329.0,46.0,440.0,169.0,384.5,107.5,111.0,123.0,13653.0,2.23606797749979,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,5,5,pg_el,420.0,128.0,475.0,221.0,447.5,174.5,55.0,93.0,5115.0,1.8027756377319946,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,6,6,pg_el,385.0,218.0,477.0,353.0,431.0,285.5,92.0,135.0,12420.0,2.0,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,8,8,pg_el,278.0,399.0,506.0,508.0,392.0,453.5,228.0,109.0,24852.0,3.0,True,spatial_assignment
pg1_10,84,pg1_10_img084.jpg,9,9,pg_el,107.0,377.0,230.0,426.0,168.5,401.5,123.0,49.0,6027.0,2.0,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,3,3,pg_el,125.0,179.0,225.0,235.0,175.0,207.0,100.0,56.0,5600.0,1.118033988749895,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,4,4,pg_el,329.0,46.0,440.0,170.0,384.5,108.0,111.0,124.0,13764.0,0.5,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,5,5,pg_el,420.0,126.0,477.0,221.0,448.5,173.5,57.0,95.0,5415.0,1.4142135623730951,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,6,6,pg_el,400.0,206.0,476.0,362.0,438.0,284.0,76.0,156.0,11856.0,7.158910531638177,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,8,8,pg_el,277.0,398.0,506.0,508.0,391.5,453.0,229.0,110.0,25190.0,0.7071067811865476,True,spatial_assignment
pg1_10,85,pg1_10_img085.jpg,9,9,pg_el,103.0,377.0,230.0,426.0,166.5,401.5,127.0,49.0,6223.0,2.0,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,2,2,pg_el,255.0,312.0,292.0,349.0,273.5,330.5,37.0,37.0,1369.0,0.0,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,3,3,pg_el,123.0,178.0,225.0,235.0,174.0,206.5,102.0,57.0,5814.0,1.118033988749895,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,4,4,pg_el,328.0,46.0,440.0,172.0,384.0,109.0,112.0,126.0,14112.0,1.118033988749895,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,5,5,pg_el,420.0,124.0,480.0,221.0,450.0,172.5,60.0,97.0,5820.0,1.8027756377319946,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,6,6,pg_el,400.0,201.0,476.0,369.0,438.0,285.0,76.0,168.0,12768.0,1.0,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,8,8,pg_el,275.0,397.0,506.0,508.0,390.5,452.5,231.0,111.0,25641.0,1.118033988749895,True,spatial_assignment
pg1_10,86,pg1_10_img086.jpg,9,9,pg_el,101.0,377.0,230.0,426.0,165.5,401.5,129.0,49.0,6321.0,1.0,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,2,2,pg_el,252.0,316.0,291.0,347.0,271.5,331.5,39.0,31.0,1209.0,2.23606797749979,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,3,3,pg_el,122.0,177.0,225.0,235.0,173.5,206.0,103.0,58.0,5974.0,0.7071067811865476,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,4,4,pg_el,328.0,46.0,440.0,174.0,384.0,110.0,112.0,128.0,14336.0,1.0,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,5,5,pg_el,420.0,122.0,482.0,222.0,451.0,172.0,62.0,100.0,6200.0,1.118033988749895,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,6,6,pg_el,402.0,196.0,481.0,370.0,441.5,283.0,79.0,174.0,13746.0,4.031128874149275,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,8,8,pg_el,274.0,396.0,506.0,508.0,390.0,452.0,232.0,112.0,25984.0,0.7071067811865476,True,spatial_assignment
pg1_10,87,pg1_10_img087.jpg,9,9,pg_el,98.0,377.0,230.0,427.0,164.0,402.0,132.0,50.0,6600.0,1.5811388300841898,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,2,2,pg_el,252.0,316.0,291.0,347.0,271.5,331.5,39.0,31.0,1209.0,0.0,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,3,3,pg_el,117.0,174.0,225.0,235.0,171.0,204.5,108.0,61.0,6588.0,2.9154759474226504,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,4,4,pg_el,328.0,43.0,440.0,174.0,384.0,108.5,112.0,131.0,14672.0,1.5,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,5,5,pg_el,420.0,119.0,484.0,223.0,452.0,171.0,64.0,104.0,6656.0,1.4142135623730951,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,6,6,pg_el,401.0,194.0,483.0,372.0,442.0,283.0,82.0,178.0,14596.0,0.5,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,8,8,pg_el,274.0,396.0,511.0,507.0,392.5,451.5,237.0,111.0,26307.0,2.5495097567963922,True,spatial_assignment
pg1_10,88,pg1_10_img088.jpg,9,9,pg_el,95.0,377.0,230.0,427.0,162.5,402.0,135.0,50.0,6750.0,1.5,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,2,2,pg_el,252.0,316.0,291.0,347.0,271.5,331.5,39.0,31.0,1209.0,0.0,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,3,3,pg_el,113.0,172.0,225.0,235.0,169.0,203.5,112.0,63.0,7056.0,2.23606797749979,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,4,4,pg_el,328.0,39.0,440.0,174.0,384.0,106.5,112.0,135.0,15120.0,2.0,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,5,5,pg_el,420.0,117.0,485.0,224.0,452.5,170.5,65.0,107.0,6955.0,0.7071067811865476,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,6,6,pg_el,401.0,193.0,486.0,372.0,443.5,282.5,85.0,179.0,15215.0,1.5811388300841898,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,8,8,pg_el,274.0,396.0,516.0,506.0,395.0,451.0,242.0,110.0,26620.0,2.5495097567963922,True,spatial_assignment
pg1_10,89,pg1_10_img089.jpg,9,9,pg_el,92.0,377.0,230.0,427.0,161.0,402.0,138.0,50.0,6900.0,1.5,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,2,2,pg_el,252.0,316.0,292.0,348.0,272.0,332.0,40.0,32.0,1280.0,0.7071067811865476,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,3,3,pg_el,108.0,170.0,225.0,235.0,166.5,202.5,117.0,65.0,7605.0,2.692582403567252,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,4,4,pg_el,328.0,36.0,440.0,174.0,384.0,105.0,112.0,138.0,15456.0,1.5,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,5,5,pg_el,421.0,114.0,487.0,226.0,454.0,170.0,66.0,112.0,7392.0,1.5811388300841898,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,6,6,pg_el,401.0,193.0,490.0,372.0,445.5,282.5,89.0,179.0,15931.0,2.0,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,8,8,pg_el,274.0,396.0,521.0,505.0,397.5,450.5,247.0,109.0,26923.0,2.5495097567963922,True,spatial_assignment
pg1_10,90,pg1_10_img090.jpg,9,9,pg_el,89.0,377.0,230.0,427.0,159.5,402.0,141.0,50.0,7050.0,1.5,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,2,2,pg_el,252.0,316.0,292.0,348.0,272.0,332.0,40.0,32.0,1280.0,0.0,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,3,3,pg_el,104.0,168.0,225.0,235.0,164.5,201.5,121.0,67.0,8107.0,2.23606797749979,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,4,4,pg_el,328.0,33.0,440.0,174.0,384.0,103.5,112.0,141.0,15792.0,1.5,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,5,5,pg_el,421.0,111.0,489.0,227.0,455.0,169.0,68.0,116.0,7888.0,1.4142135623730951,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,6,6,pg_el,405.0,183.0,497.0,374.0,451.0,278.5,92.0,191.0,17572.0,6.800735254367722,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,8,8,pg_el,274.0,396.0,526.0,504.0,400.0,450.0,252.0,108.0,27216.0,2.5495097567963922,True,spatial_assignment
pg1_10,91,pg1_10_img091.jpg,9,9,pg_el,86.0,377.0,230.0,427.0,158.0,402.0,144.0,50.0,7200.0,1.5,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,2,2,pg_el,252.0,316.0,292.0,348.0,272.0,332.0,40.0,32.0,1280.0,0.0,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,3,3,pg_el,100.0,165.0,225.0,235.0,162.5,200.0,125.0,70.0,8750.0,2.5,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,4,4,pg_el,328.0,29.0,440.0,174.0,384.0,101.5,112.0,145.0,16240.0,2.0,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,5,5,pg_el,421.0,109.0,491.0,228.0,456.0,168.5,70.0,119.0,8330.0,1.118033988749895,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,6,6,pg_el,405.0,183.0,497.0,376.0,451.0,279.5,92.0,193.0,17756.0,1.0,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,8,8,pg_el,274.0,396.0,530.0,504.0,402.0,450.0,256.0,108.0,27648.0,2.0,True,spatial_assignment
pg1_10,92,pg1_10_img092.jpg,9,9,pg_el,83.0,377.0,230.0,427.0,156.5,402.0,147.0,50.0,7350.0,1.5,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,0,0,pg_el,240.0,209.0,284.0,246.0,262.0,227.5,44.0,37.0,1628.0,0.0,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,2,2,pg_el,252.0,316.0,293.0,348.0,272.5,332.0,41.0,32.0,1312.0,0.5,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,3,3,pg_el,96.0,164.0,225.0,237.0,160.5,200.5,129.0,73.0,9417.0,2.0615528128088303,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,4,4,pg_el,328.0,29.0,438.0,175.0,383.0,102.0,110.0,146.0,16060.0,1.118033988749895,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,5,5,pg_el,422.0,106.0,493.0,229.0,457.5,167.5,71.0,123.0,8733.0,1.8027756377319946,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,6,6,pg_el,405.0,179.0,497.0,376.0,451.0,277.5,92.0,197.0,18124.0,2.0,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,8,8,pg_el,274.0,396.0,534.0,504.0,404.0,450.0,260.0,108.0,28080.0,2.0,True,spatial_assignment
pg1_10,93,pg1_10_img093.jpg,9,9,pg_el,80.0,377.0,230.0,428.0,155.0,402.5,150.0,51.0,7650.0,1.5811388300841898,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,0,0,pg_el,239.0,209.0,284.0,246.0,261.5,227.5,45.0,37.0,1665.0,0.5,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,1,1,pg_im,310.0,252.0,351.0,283.0,330.5,267.5,41.0,31.0,1271.0,0.0,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,2,2,pg_el,252.0,316.0,293.0,348.0,272.5,332.0,41.0,32.0,1312.0,0.0,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,3,3,pg_el,93.0,162.0,225.0,239.0,159.0,200.5,132.0,77.0,10164.0,1.5,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,4,4,pg_el,329.0,29.0,437.0,176.0,383.0,102.5,108.0,147.0,15876.0,0.5,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,5,5,pg_el,422.0,104.0,494.0,230.0,458.0,167.0,72.0,126.0,9072.0,0.7071067811865476,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,6,6,pg_el,407.0,177.0,504.0,381.0,455.5,279.0,97.0,204.0,19788.0,4.743416490252569,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,7,7,pg_im,444.0,365.0,479.0,401.0,461.5,383.0,35.0,36.0,1260.0,0.0,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,8,8,pg_el,274.0,396.0,538.0,504.0,406.0,450.0,264.0,108.0,28512.0,2.0,True,spatial_assignment
pg1_10,94,pg1_10_img094.jpg,9,9,pg_el,77.0,377.0,230.0,428.0,153.5,402.5,153.0,51.0,7803.0,1.5,True,spatial_assignment
