file,stem,object_index,class,xmin,ymin,xmax,ymax,image_width,image_height,group,frame,center_x,center_y,width,height,area
pg1_8_img046.xml,pg1_8_img046,4,pg_el,190.0,340.0,232.0,378.0,624,624,pg1_8,46,211.0,359.0,42.0,38.0,1596.0
pg1_8_img046.xml,pg1_8_img046,5,pg_el,298.0,293.0,337.0,336.0,624,624,pg1_8,46,317.5,314.5,39.0,43.0,1677.0
pg1_8_img046.xml,pg1_8_img046,6,pg_el,211.0,201.0,251.0,248.0,624,624,pg1_8,46,231.0,224.5,40.0,47.0,1880.0
pg1_8_img046.xml,pg1_8_img046,7,pg_el,343.0,382.0,388.0,422.0,624,624,pg1_8,46,365.5,402.0,45.0,40.0,1800.0
pg1_8_img046.xml,pg1_8_img046,8,pg_im,248.0,441.0,290.0,484.0,624,624,pg1_8,46,269.0,462.5,42.0,43.0,1806.0
pg1_8_img046.xml,pg1_8_img046,9,pg_im,419.0,199.0,457.0,244.0,624,624,pg1_8,46,438.0,221.5,38.0,45.0,1710.0
pg1_8_img047.xml,pg1_8_img047,0,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,47,148.0,281.0,40.0,46.0,1840.0
pg1_8_img047.xml,pg1_8_img047,1,pg_el,190.0,340.0,233.0,378.0,624,624,pg1_8,47,211.5,359.0,43.0,38.0,1634.0
pg1_8_img047.xml,pg1_8_img047,2,pg_el,298.0,295.0,341.0,334.0,624,624,pg1_8,47,319.5,314.5,43.0,39.0,1677.0
pg1_8_img047.xml,pg1_8_img047,3,pg_el,211.0,201.0,251.0,248.0,624,624,pg1_8,47,231.0,224.5,40.0,47.0,1880.0
pg1_8_img047.xml,pg1_8_img047,4,pg_el,343.0,381.0,388.0,422.0,624,624,pg1_8,47,365.5,401.5,45.0,41.0,1845.0
pg1_8_img047.xml,pg1_8_img047,5,pg_im,248.0,441.0,291.0,484.0,624,624,pg1_8,47,269.5,462.5,43.0,43.0,1849.0
pg1_8_img047.xml,pg1_8_img047,6,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,47,306.5,249.0,39.0,42.0,1638.0
pg1_8_img047.xml,pg1_8_img047,7,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,47,215.0,111.5,38.0,35.0,1330.0
pg1_8_img047.xml,pg1_8_img047,8,pg_im,419.0,198.0,457.0,243.0,624,624,pg1_8,47,438.0,220.5,38.0,45.0,1710.0
pg1_8_img047.xml,pg1_8_img047,9,pg_im,286.0,76.0,330.0,141.0,624,624,pg1_8,47,308.0,108.5,44.0,65.0,2860.0
pg1_8_img048.xml,pg1_8_img048,0,pg_im,419.0,198.0,457.0,243.0,624,624,pg1_8,48,438.0,220.5,38.0,45.0,1710.0
pg1_8_img048.xml,pg1_8_img048,1,pg_el,190.0,340.0,233.0,379.0,624,624,pg1_8,48,211.5,359.5,43.0,39.0,1677.0
pg1_8_img048.xml,pg1_8_img048,2,pg_el,297.0,294.0,340.0,333.0,624,624,pg1_8,48,318.5,313.5,43.0,39.0,1677.0
pg1_8_img048.xml,pg1_8_img048,3,pg_el,211.0,201.0,251.0,248.0,624,624,pg1_8,48,231.0,224.5,40.0,47.0,1880.0
pg1_8_img048.xml,pg1_8_img048,4,pg_im,286.0,76.0,331.0,144.0,624,624,pg1_8,48,308.5,110.0,45.0,68.0,3060.0
pg1_8_img048.xml,pg1_8_img048,5,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,48,215.0,111.5,38.0,35.0,1330.0
pg1_8_img048.xml,pg1_8_img048,6,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,48,306.5,249.0,39.0,42.0,1638.0
pg1_8_img048.xml,pg1_8_img048,7,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,48,148.0,281.0,40.0,46.0,1840.0
pg1_8_img048.xml,pg1_8_img048,8,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,48,366.0,401.5,46.0,41.0,1886.0
pg1_8_img048.xml,pg1_8_img048,9,pg_im,249.0,441.0,291.0,484.0,624,624,pg1_8,48,270.0,462.5,42.0,43.0,1806.0
pg1_8_img049.xml,pg1_8_img049,0,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,49,215.0,111.5,38.0,35.0,1330.0
pg1_8_img049.xml,pg1_8_img049,1,pg_im,418.0,197.0,457.0,242.0,624,624,pg1_8,49,437.5,219.5,39.0,45.0,1755.0
pg1_8_img049.xml,pg1_8_img049,2,pg_im,286.0,76.0,333.0,146.0,624,624,pg1_8,49,309.5,111.0,47.0,70.0,3290.0
pg1_8_img049.xml,pg1_8_img049,3,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,49,148.0,281.0,40.0,46.0,1840.0
pg1_8_img049.xml,pg1_8_img049,4,pg_el,189.0,340.0,233.0,379.0,624,624,pg1_8,49,211.0,359.5,44.0,39.0,1716.0
pg1_8_img049.xml,pg1_8_img049,5,pg_el,296.0,294.0,339.0,333.0,624,624,pg1_8,49,317.5,313.5,43.0,39.0,1677.0
pg1_8_img049.xml,pg1_8_img049,6,pg_el,211.0,200.0,251.0,248.0,624,624,pg1_8,49,231.0,224.0,40.0,48.0,1920.0
pg1_8_img049.xml,pg1_8_img049,7,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,49,366.0,401.5,46.0,41.0,1886.0
pg1_8_img049.xml,pg1_8_img049,8,pg_im,249.0,441.0,292.0,485.0,624,624,pg1_8,49,270.5,463.0,43.0,44.0,1892.0
pg1_8_img049.xml,pg1_8_img049,9,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,49,306.5,249.0,39.0,42.0,1638.0
pg1_8_img050.xml,pg1_8_img050,0,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,50,215.0,111.5,38.0,35.0,1330.0
pg1_8_img050.xml,pg1_8_img050,1,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,50,306.5,249.0,39.0,42.0,1638.0
pg1_8_img050.xml,pg1_8_img050,2,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,50,148.0,281.0,40.0,46.0,1840.0
pg1_8_img050.xml,pg1_8_img050,3,pg_el,189.0,340.0,233.0,379.0,624,624,pg1_8,50,211.0,359.5,44.0,39.0,1716.0
pg1_8_img050.xml,pg1_8_img050,4,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,50,317.0,313.5,44.0,39.0,1716.0
pg1_8_img050.xml,pg1_8_img050,5,pg_el,211.0,200.0,251.0,248.0,624,624,pg1_8,50,231.0,224.0,40.0,48.0,1920.0
pg1_8_img050.xml,pg1_8_img050,6,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,50,366.0,401.5,46.0,41.0,1886.0
pg1_8_img050.xml,pg1_8_img050,7,pg_im,250.0,441.0,293.0,485.0,624,624,pg1_8,50,271.5,463.0,43.0,44.0,1892.0
pg1_8_img050.xml,pg1_8_img050,8,pg_im,418.0,196.0,456.0,242.0,624,624,pg1_8,50,437.0,219.0,38.0,46.0,1748.0
pg1_8_img050.xml,pg1_8_img050,9,pg_im,286.0,76.0,335.0,148.0,624,624,pg1_8,50,310.5,112.0,49.0,72.0,3528.0
pg1_8_img051.xml,pg1_8_img051,0,pg_el,211.0,200.0,251.0,248.0,624,624,pg1_8,51,231.0,224.0,40.0,48.0,1920.0
pg1_8_img051.xml,pg1_8_img051,1,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,51,317.0,313.5,44.0,39.0,1716.0
pg1_8_img051.xml,pg1_8_img051,2,pg_el,188.0,340.0,234.0,380.0,624,624,pg1_8,51,211.0,360.0,46.0,40.0,1840.0
pg1_8_img051.xml,pg1_8_img051,3,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,51,215.0,111.5,38.0,35.0,1330.0
pg1_8_img051.xml,pg1_8_img051,4,pg_im,420.0,197.0,458.0,242.0,624,624,pg1_8,51,439.0,219.5,38.0,45.0,1710.0
pg1_8_img051.xml,pg1_8_img051,5,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,51,148.0,281.0,40.0,46.0,1840.0
pg1_8_img051.xml,pg1_8_img051,6,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,51,306.5,249.0,39.0,42.0,1638.0
pg1_8_img051.xml,pg1_8_img051,7,pg_im,286.0,76.0,336.0,149.0,624,624,pg1_8,51,311.0,112.5,50.0,73.0,3650.0
pg1_8_img051.xml,pg1_8_img051,8,pg_im,252.0,440.0,294.0,483.0,624,624,pg1_8,51,273.0,461.5,42.0,43.0,1806.0
pg1_8_img051.xml,pg1_8_img051,9,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,51,366.0,401.5,46.0,41.0,1886.0
pg1_8_img052.xml,pg1_8_img052,0,pg_im,252.0,440.0,294.0,483.0,624,624,pg1_8,52,273.0,461.5,42.0,43.0,1806.0
pg1_8_img052.xml,pg1_8_img052,1,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,52,366.0,401.5,46.0,41.0,1886.0
pg1_8_img052.xml,pg1_8_img052,2,pg_el,211.0,200.0,251.0,247.0,624,624,pg1_8,52,231.0,223.5,40.0,47.0,1880.0
pg1_8_img052.xml,pg1_8_img052,3,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,52,317.0,313.5,44.0,39.0,1716.0
pg1_8_img052.xml,pg1_8_img052,4,pg_el,188.0,340.0,234.0,380.0,624,624,pg1_8,52,211.0,360.0,46.0,40.0,1840.0
pg1_8_img052.xml,pg1_8_img052,5,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,52,148.0,281.0,40.0,46.0,1840.0
pg1_8_img052.xml,pg1_8_img052,6,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,52,306.5,249.0,39.0,42.0,1638.0
pg1_8_img052.xml,pg1_8_img052,7,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,52,215.0,111.5,38.0,35.0,1330.0
pg1_8_img052.xml,pg1_8_img052,8,pg_im,421.0,197.0,459.0,242.0,624,624,pg1_8,52,440.0,219.5,38.0,45.0,1710.0
pg1_8_img052.xml,pg1_8_img052,9,pg_im,286.0,76.0,338.0,151.0,624,624,pg1_8,52,312.0,113.5,52.0,75.0,3900.0
pg1_8_img053.xml,pg1_8_img053,0,pg_el,187.0,340.0,234.0,380.0,624,624,pg1_8,53,210.5,360.0,47.0,40.0,1880.0
pg1_8_img053.xml,pg1_8_img053,1,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,53,148.0,281.0,40.0,46.0,1840.0
pg1_8_img053.xml,pg1_8_img053,2,pg_im,423.0,197.0,461.0,242.0,624,624,pg1_8,53,442.0,219.5,38.0,45.0,1710.0
pg1_8_img053.xml,pg1_8_img053,3,pg_im,252.0,440.0,294.0,483.0,624,624,pg1_8,53,273.0,461.5,42.0,43.0,1806.0
pg1_8_img053.xml,pg1_8_img053,4,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,53,366.0,401.5,46.0,41.0,1886.0
pg1_8_img053.xml,pg1_8_img053,5,pg_el,211.0,200.0,251.0,247.0,624,624,pg1_8,53,231.0,223.5,40.0,47.0,1880.0
pg1_8_img053.xml,pg1_8_img053,6,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,53,306.5,249.0,39.0,42.0,1638.0
pg1_8_img053.xml,pg1_8_img053,7,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,53,215.0,111.5,38.0,35.0,1330.0
pg1_8_img053.xml,pg1_8_img053,8,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,53,317.0,313.5,44.0,39.0,1716.0
pg1_8_img053.xml,pg1_8_img053,9,pg_im,286.0,76.0,340.0,153.0,624,624,pg1_8,53,313.0,114.5,54.0,77.0,4158.0
pg1_8_img054.xml,pg1_8_img054,0,pg_im,252.0,439.0,294.0,483.0,624,624,pg1_8,54,273.0,461.0,42.0,44.0,1848.0
pg1_8_img054.xml,pg1_8_img054,1,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,54,317.0,313.5,44.0,39.0,1716.0
pg1_8_img054.xml,pg1_8_img054,2,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,54,148.0,281.0,40.0,46.0,1840.0
pg1_8_img054.xml,pg1_8_img054,3,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,54,306.5,249.0,39.0,42.0,1638.0
pg1_8_img054.xml,pg1_8_img054,4,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,54,215.0,111.5,38.0,35.0,1330.0
pg1_8_img054.xml,pg1_8_img054,5,pg_im,421.0,197.0,461.0,242.0,624,624,pg1_8,54,441.0,219.5,40.0,45.0,1800.0
pg1_8_img054.xml,pg1_8_img054,6,pg_el,187.0,340.0,234.0,381.0,624,624,pg1_8,54,210.5,360.5,47.0,41.0,1927.0
pg1_8_img054.xml,pg1_8_img054,7,pg_im,286.0,76.0,341.0,156.0,624,624,pg1_8,54,313.5,116.0,55.0,80.0,4400.0
pg1_8_img054.xml,pg1_8_img054,8,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,54,366.0,401.5,46.0,41.0,1886.0
pg1_8_img054.xml,pg1_8_img054,9,pg_el,211.0,200.0,251.0,247.0,624,624,pg1_8,54,231.0,223.5,40.0,47.0,1880.0
pg1_8_img055.xml,pg1_8_img055,0,pg_im,286.0,76.0,342.0,160.0,624,624,pg1_8,55,314.0,118.0,56.0,84.0,4704.0
pg1_8_img055.xml,pg1_8_img055,1,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,55,366.0,401.5,46.0,41.0,1886.0
pg1_8_img055.xml,pg1_8_img055,2,pg_el,211.0,200.0,251.0,247.0,624,624,pg1_8,55,231.0,223.5,40.0,47.0,1880.0
pg1_8_img055.xml,pg1_8_img055,3,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,55,317.0,313.5,44.0,39.0,1716.0
pg1_8_img055.xml,pg1_8_img055,4,pg_im,420.0,196.0,461.0,241.0,624,624,pg1_8,55,440.5,218.5,41.0,45.0,1845.0
pg1_8_img055.xml,pg1_8_img055,5,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,55,148.0,281.0,40.0,46.0,1840.0
pg1_8_img055.xml,pg1_8_img055,6,pg_el,185.0,340.0,235.0,381.0,624,624,pg1_8,55,210.0,360.5,50.0,41.0,2050.0
pg1_8_img055.xml,pg1_8_img055,7,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,55,306.5,249.0,39.0,42.0,1638.0
pg1_8_img055.xml,pg1_8_img055,8,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,55,215.0,111.5,38.0,35.0,1330.0
pg1_8_img055.xml,pg1_8_img055,9,pg_im,252.0,439.0,294.0,483.0,624,624,pg1_8,55,273.0,461.0,42.0,44.0,1848.0
pg1_8_img056.xml,pg1_8_img056,0,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,56,317.0,313.5,44.0,39.0,1716.0
pg1_8_img056.xml,pg1_8_img056,1,pg_el,183.0,341.0,236.0,381.0,624,624,pg1_8,56,209.5,361.0,53.0,40.0,2120.0
pg1_8_img056.xml,pg1_8_img056,2,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,56,148.0,281.0,40.0,46.0,1840.0
pg1_8_img056.xml,pg1_8_img056,3,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,56,306.5,249.0,39.0,42.0,1638.0
pg1_8_img056.xml,pg1_8_img056,4,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,56,215.0,111.5,38.0,35.0,1330.0
pg1_8_img056.xml,pg1_8_img056,5,pg_im,419.0,196.0,462.0,241.0,624,624,pg1_8,56,440.5,218.5,43.0,45.0,1935.0
pg1_8_img056.xml,pg1_8_img056,6,pg_im,286.0,76.0,344.0,164.0,624,624,pg1_8,56,315.0,120.0,58.0,88.0,5104.0
pg1_8_img056.xml,pg1_8_img056,7,pg_im,252.0,439.0,294.0,483.0,624,624,pg1_8,56,273.0,461.0,42.0,44.0,1848.0
pg1_8_img056.xml,pg1_8_img056,8,pg_el,343.0,381.0,389.0,422.0,624,624,pg1_8,56,366.0,401.5,46.0,41.0,1886.0
pg1_8_img056.xml,pg1_8_img056,9,pg_el,211.0,200.0,251.0,247.0,624,624,pg1_8,56,231.0,223.5,40.0,47.0,1880.0
pg1_8_img057.xml,pg1_8_img057,0,pg_im,417.0,196.0,462.0,240.0,624,624,pg1_8,57,439.5,218.0,45.0,44.0,1980.0
pg1_8_img057.xml,pg1_8_img057,1,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,57,215.0,111.5,38.0,35.0,1330.0
pg1_8_img057.xml,pg1_8_img057,2,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,57,148.0,281.0,40.0,46.0,1840.0
pg1_8_img057.xml,pg1_8_img057,3,pg_im,286.0,76.0,345.0,168.0,624,624,pg1_8,57,315.5,122.0,59.0,92.0,5428.0
pg1_8_img057.xml,pg1_8_img057,4,pg_im,252.0,439.0,294.0,483.0,624,624,pg1_8,57,273.0,461.0,42.0,44.0,1848.0
pg1_8_img057.xml,pg1_8_img057,5,pg_el,342.0,381.0,389.0,422.0,624,624,pg1_8,57,365.5,401.5,47.0,41.0,1927.0
pg1_8_img057.xml,pg1_8_img057,6,pg_el,211.0,200.0,251.0,247.0,624,624,pg1_8,57,231.0,223.5,40.0,47.0,1880.0
pg1_8_img057.xml,pg1_8_img057,7,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,57,317.0,313.5,44.0,39.0,1716.0
pg1_8_img057.xml,pg1_8_img057,8,pg_el,181.0,341.0,237.0,382.0,624,624,pg1_8,57,209.0,361.5,56.0,41.0,2296.0
pg1_8_img057.xml,pg1_8_img057,9,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,57,306.5,249.0,39.0,42.0,1638.0
pg1_8_img058.xml,pg1_8_img058,0,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,58,317.0,313.5,44.0,39.0,1716.0
pg1_8_img058.xml,pg1_8_img058,1,pg_el,342.0,381.0,389.0,422.0,624,624,pg1_8,58,365.5,401.5,47.0,41.0,1927.0
pg1_8_img058.xml,pg1_8_img058,2,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,58,306.5,249.0,39.0,42.0,1638.0
pg1_8_img058.xml,pg1_8_img058,3,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,58,148.0,281.0,40.0,46.0,1840.0
pg1_8_img058.xml,pg1_8_img058,4,pg_im,418.0,195.0,462.0,240.0,624,624,pg1_8,58,440.0,217.5,44.0,45.0,1980.0
pg1_8_img058.xml,pg1_8_img058,5,pg_im,286.0,76.0,346.0,172.0,624,624,pg1_8,58,316.0,124.0,60.0,96.0,5760.0
pg1_8_img058.xml,pg1_8_img058,6,pg_im,252.0,439.0,294.0,483.0,624,624,pg1_8,58,273.0,461.0,42.0,44.0,1848.0
pg1_8_img058.xml,pg1_8_img058,7,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,58,215.0,111.5,38.0,35.0,1330.0
pg1_8_img058.xml,pg1_8_img058,8,pg_el,211.0,200.0,251.0,247.0,624,624,pg1_8,58,231.0,223.5,40.0,47.0,1880.0
pg1_8_img058.xml,pg1_8_img058,9,pg_el,179.0,341.0,238.0,382.0,624,624,pg1_8,58,208.5,361.5,59.0,41.0,2419.0
pg1_8_img059.xml,pg1_8_img059,0,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,59,306.5,249.0,39.0,42.0,1638.0
pg1_8_img059.xml,pg1_8_img059,1,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,59,317.0,313.5,44.0,39.0,1716.0
pg1_8_img059.xml,pg1_8_img059,2,pg_el,211.0,199.0,251.0,247.0,624,624,pg1_8,59,231.0,223.0,40.0,48.0,1920.0
pg1_8_img059.xml,pg1_8_img059,3,pg_el,342.0,381.0,389.0,422.0,624,624,pg1_8,59,365.5,401.5,47.0,41.0,1927.0
pg1_8_img059.xml,pg1_8_img059,4,pg_im,252.0,439.0,294.0,483.0,624,624,pg1_8,59,273.0,461.0,42.0,44.0,1848.0
pg1_8_img059.xml,pg1_8_img059,5,pg_im,286.0,76.0,347.0,175.0,624,624,pg1_8,59,316.5,125.5,61.0,99.0,6039.0
pg1_8_img059.xml,pg1_8_img059,6,pg_im,418.0,194.0,463.0,241.0,624,624,pg1_8,59,440.5,217.5,45.0,47.0,2115.0
pg1_8_img059.xml,pg1_8_img059,7,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,59,215.0,111.5,38.0,35.0,1330.0
pg1_8_img059.xml,pg1_8_img059,8,pg_el,177.0,340.0,239.0,382.0,624,624,pg1_8,59,208.0,361.0,62.0,42.0,2604.0
pg1_8_img059.xml,pg1_8_img059,9,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,59,148.0,281.0,40.0,46.0,1840.0
pg1_8_img060.xml,pg1_8_img060,0,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,60,215.0,111.5,38.0,35.0,1330.0
pg1_8_img060.xml,pg1_8_img060,1,pg_el,211.0,199.0,251.0,247.0,624,624,pg1_8,60,231.0,223.0,40.0,48.0,1920.0
pg1_8_img060.xml,pg1_8_img060,2,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,60,317.0,313.5,44.0,39.0,1716.0
pg1_8_img060.xml,pg1_8_img060,3,pg_el,176.0,340.0,239.0,382.0,624,624,pg1_8,60,207.5,361.0,63.0,42.0,2646.0
pg1_8_img060.xml,pg1_8_img060,4,pg_el,342.0,381.0,389.0,422.0,624,624,pg1_8,60,365.5,401.5,47.0,41.0,1927.0
pg1_8_img060.xml,pg1_8_img060,5,pg_im,418.0,193.0,464.0,241.0,624,624,pg1_8,60,441.0,217.0,46.0,48.0,2208.0
pg1_8_img060.xml,pg1_8_img060,6,pg_im,286.0,76.0,349.0,179.0,624,624,pg1_8,60,317.5,127.5,63.0,103.0,6489.0
pg1_8_img060.xml,pg1_8_img060,7,pg_im,252.0,439.0,295.0,483.0,624,624,pg1_8,60,273.5,461.0,43.0,44.0,1892.0
pg1_8_img060.xml,pg1_8_img060,8,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,60,148.0,281.0,40.0,46.0,1840.0
pg1_8_img060.xml,pg1_8_img060,9,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,60,306.5,249.0,39.0,42.0,1638.0
pg1_8_img061.xml,pg1_8_img061,0,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,61,215.0,111.5,38.0,35.0,1330.0
pg1_8_img061.xml,pg1_8_img061,1,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,61,306.5,249.0,39.0,42.0,1638.0
pg1_8_img061.xml,pg1_8_img061,2,pg_im,253.0,439.0,295.0,484.0,624,624,pg1_8,61,274.0,461.5,42.0,45.0,1890.0
pg1_8_img061.xml,pg1_8_img061,3,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,61,317.0,313.5,44.0,39.0,1716.0
pg1_8_img061.xml,pg1_8_img061,4,pg_el,174.0,339.0,240.0,382.0,624,624,pg1_8,61,207.0,360.5,66.0,43.0,2838.0
pg1_8_img061.xml,pg1_8_img061,5,pg_im,286.0,76.0,350.0,183.0,624,624,pg1_8,61,318.0,129.5,64.0,107.0,6848.0
pg1_8_img061.xml,pg1_8_img061,6,pg_im,418.0,193.0,464.0,242.0,624,624,pg1_8,61,441.0,217.5,46.0,49.0,2254.0
pg1_8_img061.xml,pg1_8_img061,7,pg_el,211.0,199.0,251.0,247.0,624,624,pg1_8,61,231.0,223.0,40.0,48.0,1920.0
pg1_8_img061.xml,pg1_8_img061,8,pg_el,342.0,381.0,389.0,422.0,624,624,pg1_8,61,365.5,401.5,47.0,41.0,1927.0
pg1_8_img061.xml,pg1_8_img061,9,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,61,148.0,281.0,40.0,46.0,1840.0
pg1_8_img062.xml,pg1_8_img062,0,pg_el,211.0,199.0,251.0,247.0,624,624,pg1_8,62,231.0,223.0,40.0,48.0,1920.0
pg1_8_img062.xml,pg1_8_img062,1,pg_im,418.0,192.0,465.0,242.0,624,624,pg1_8,62,441.5,217.0,47.0,50.0,2350.0
pg1_8_img062.xml,pg1_8_img062,2,pg_im,253.0,439.0,296.0,484.0,624,624,pg1_8,62,274.5,461.5,43.0,45.0,1935.0
pg1_8_img062.xml,pg1_8_img062,3,pg_el,342.0,381.0,389.0,422.0,624,624,pg1_8,62,365.5,401.5,47.0,41.0,1927.0
pg1_8_img062.xml,pg1_8_img062,4,pg_im,286.0,76.0,352.0,187.0,624,624,pg1_8,62,319.0,131.5,66.0,111.0,7326.0
pg1_8_img062.xml,pg1_8_img062,5,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,62,317.0,313.5,44.0,39.0,1716.0
pg1_8_img062.xml,pg1_8_img062,6,pg_el,173.0,339.0,241.0,382.0,624,624,pg1_8,62,207.0,360.5,68.0,43.0,2924.0
pg1_8_img062.xml,pg1_8_img062,7,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,62,148.0,281.0,40.0,46.0,1840.0
pg1_8_img062.xml,pg1_8_img062,8,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,62,306.5,249.0,39.0,42.0,1638.0
pg1_8_img062.xml,pg1_8_img062,9,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,62,215.0,111.5,38.0,35.0,1330.0
pg1_8_img063.xml,pg1_8_img063,0,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,63,215.0,111.5,38.0,35.0,1330.0
pg1_8_img063.xml,pg1_8_img063,1,pg_im,419.0,191.0,466.0,242.0,624,624,pg1_8,63,442.5,216.5,47.0,51.0,2397.0
pg1_8_img063.xml,pg1_8_img063,2,pg_im,286.0,76.0,354.0,191.0,624,624,pg1_8,63,320.0,133.5,68.0,115.0,7820.0
pg1_8_img063.xml,pg1_8_img063,3,pg_el,171.0,338.0,241.0,381.0,624,624,pg1_8,63,206.0,359.5,70.0,43.0,3010.0
pg1_8_img063.xml,pg1_8_img063,4,pg_im,253.0,440.0,296.0,484.0,624,624,pg1_8,63,274.5,462.0,43.0,44.0,1892.0
pg1_8_img063.xml,pg1_8_img063,5,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,63,148.0,281.0,40.0,46.0,1840.0
pg1_8_img063.xml,pg1_8_img063,6,pg_el,342.0,381.0,389.0,422.0,624,624,pg1_8,63,365.5,401.5,47.0,41.0,1927.0
pg1_8_img063.xml,pg1_8_img063,7,pg_el,211.0,199.0,251.0,247.0,624,624,pg1_8,63,231.0,223.0,40.0,48.0,1920.0
pg1_8_img063.xml,pg1_8_img063,8,pg_el,295.0,294.0,339.0,333.0,624,624,pg1_8,63,317.0,313.5,44.0,39.0,1716.0
pg1_8_img063.xml,pg1_8_img063,9,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,63,306.5,249.0,39.0,42.0,1638.0
pg1_8_img064.xml,pg1_8_img064,0,pg_im,286.0,76.0,356.0,194.0,624,624,pg1_8,64,321.0,135.0,70.0,118.0,8260.0
pg1_8_img064.xml,pg1_8_img064,1,pg_im,420.0,191.0,466.0,241.0,624,624,pg1_8,64,443.0,216.0,46.0,50.0,2300.0
pg1_8_img064.xml,pg1_8_img064,2,pg_im,196.0,94.0,234.0,129.0,624,624,pg1_8,64,215.0,111.5,38.0,35.0,1330.0
pg1_8_img064.xml,pg1_8_img064,3,pg_el,287.0,228.0,326.0,270.0,624,624,pg1_8,64,306.5,249.0,39.0,42.0,1638.0
pg1_8_img064.xml,pg1_8_img064,4,pg_el,128.0,258.0,168.0,304.0,624,624,pg1_8,64,148.0,281.0,40.0,46.0,1840.0
