group,object_index,first_class,last_class,transition_count,transition_frames
pg6_10,2,pg_im,pg_el,1,15
pg6_10,3,pg_im,pg_el,1,32
pg6_10,4,pg_im,pg_el,1,20
pg6_10,5,pg_im,pg_el,1,16
pg6_10,6,pg_im,pg_el,1,24
pg6_10,7,pg_im,pg_el,1,36
pg6_10,8,pg_im,pg_el,1,24
pg6_10,9,pg_im,pg_el,1,28
pg6_11,0,pg_im,pg_el,1,28
pg6_11,1,pg_im,pg_el,1,61
pg6_11,2,pg_im,pg_el,1,25
pg6_11,3,pg_im,pg_el,1,50
pg6_11,4,pg_im,pg_el,1,53
pg6_11,5,pg_im,pg_el,1,41
pg6_11,6,pg_im,pg_el,1,18
pg6_11,7,pg_im,pg_el,1,27
pg6_11,8,pg_im,pg_el,1,29
pg6_11,9,pg_im,pg_el,1,32
pg6_12,0,pg_im,pg_el,1,19
pg6_12,1,pg_im,pg_el,1,22
pg6_12,2,pg_im,pg_el,1,37
pg6_12,3,pg_im,pg_el,1,16
pg6_12,4,pg_im,pg_el,3,"31,32,33"
pg6_12,5,pg_im,pg_el,1,14
pg6_12,6,pg_im,pg_im,0,
pg6_12,7,pg_im,pg_el,3,"20,21,22"
pg6_12,8,pg_im,pg_el,1,39
pg6_12,9,pg_im,pg_el,1,25
pg6_2,0,pg_im,pg_im,0,
pg6_2,1,pg_im,pg_el,1,28
pg6_2,2,pg_im,pg_el,1,28
pg6_2,3,pg_im,pg_el,1,42
pg6_2,4,pg_im,pg_el,1,26
pg6_2,5,pg_im,pg_el,1,21
pg6_2,6,pg_im,pg_el,1,24
pg6_2,7,pg_im,pg_el,1,19
pg6_2,8,pg_im,pg_el,1,35
pg6_2,9,pg_im,pg_el,1,26
pg6_3,0,pg_im,pg_im,0,
pg6_3,1,pg_im,pg_im,0,
pg6_3,2,pg_im,pg_el,1,40
pg6_3,3,pg_im,pg_el,1,25
pg6_3,4,pg_im,pg_el,1,34
pg6_3,5,pg_im,pg_el,1,34
pg6_3,6,pg_im,pg_el,1,58
pg6_3,7,pg_im,pg_el,1,16
pg6_3,8,pg_im,pg_el,1,20
pg6_3,9,pg_im,pg_el,1,31
pg6_4,0,pg_im,pg_im,0,
pg6_4,1,pg_im,pg_el,1,42
pg6_4,2,pg_im,pg_el,1,13
pg6_4,3,pg_im,pg_el,1,39
pg6_4,4,pg_im,pg_el,1,25
pg6_4,5,pg_im,pg_el,1,22
pg6_4,6,pg_im,pg_el,1,39
pg6_4,7,pg_im,pg_el,1,33
pg6_4,8,pg_im,pg_el,1,24
pg6_4,9,pg_im,pg_el,1,25
pg6_5,0,pg_im,pg_im,0,
pg6_5,1,pg_im,pg_im,0,
pg6_5,2,pg_im,pg_el,1,22
pg6_5,3,pg_im,pg_el,1,22
pg6_5,4,pg_im,pg_el,1,22
pg6_5,5,pg_im,pg_el,1,17
pg6_5,6,pg_im,pg_el,1,27
pg6_5,7,pg_im,pg_el,1,29
pg6_5,8,pg_im,pg_el,1,26
pg6_5,9,pg_im,pg_el,1,41
pg6_5,10,pg_im,pg_el,1,28
pg6_6,0,pg_im,pg_im,0,
pg6_6,1,pg_im,pg_el,1,11
pg6_6,2,pg_im,pg_el,1,11
pg6_6,3,pg_im,pg_el,1,23
pg6_6,4,pg_im,pg_el,1,22
pg6_6,5,pg_im,pg_el,1,31
pg6_6,6,pg_im,pg_el,1,22
pg6_6,7,pg_im,pg_el,1,22
pg6_6,8,pg_im,pg_el,1,15
pg6_6,9,pg_im,pg_el,1,8
pg6_7,0,pg_im,pg_im,0,
pg6_7,1,pg_im,pg_el,1,64
pg6_7,2,pg_im,pg_el,1,12
pg6_7,3,pg_im,pg_el,1,14
pg6_7,4,pg_im,pg_el,1,18
pg6_7,5,pg_im,pg_el,1,14
pg6_7,6,pg_im,pg_el,1,14
pg6_7,7,pg_im,pg_el,1,20
pg6_7,8,pg_im,pg_el,1,28
pg6_7,9,pg_im,pg_el,1,18
pg6_8,0,pg_im,pg_im,0,
pg6_8,1,pg_im,pg_el,1,38
pg6_8,2,pg_im,pg_el,1,31
pg6_8,3,pg_im,pg_el,1,38
pg6_8,4,pg_im,pg_el,1,17
pg6_8,5,pg_im,pg_el,3,"23,24,25"
pg6_8,6,pg_im,pg_el,1,32
pg6_8,7,pg_im,pg_el,1,30
pg6_8,8,pg_im,pg_el,1,69
pg6_8,9,pg_im,pg_el,1,84
pg6_9,0,pg_im,pg_el,1,27
pg6_9,1,pg_im,pg_el,1,24
pg6_9,2,pg_im,pg_el,1,25
pg6_9,3,pg_im,pg_el,1,24
pg6_9,4,pg_im,pg_el,3,"25,26,27"
pg6_9,5,pg_im,pg_el,1,27
pg6_9,6,pg_im,pg_el,1,28
pg6_9,7,pg_im,pg_el,1,21
pg6_9,8,pg_im,pg_el,1,39
pg6_9,9,pg_im,pg_el,1,31
pg7_1,0,pg_im,pg_im,0,
pg7_1,1,pg_im,pg_im,0,
pg7_1,2,pg_im,pg_im,0,
pg7_1,3,pg_im,pg_el,1,24
pg7_1,4,pg_im,pg_el,1,32
pg7_1,5,pg_im,pg_el,1,30
pg7_1,6,pg_im,pg_el,1,19
pg7_1,7,pg_im,pg_el,1,28
pg7_1,8,pg_im,pg_el,1,31
pg7_1,9,pg_im,pg_el,1,21
pg7_10,0,pg_im,pg_el,1,16
pg7_10,1,pg_im,pg_el,1,23
pg7_10,2,pg_im,pg_el,1,27
pg7_10,3,pg_im,pg_el,1,41
pg7_10,4,pg_im,pg_el,1,15
pg7_10,5,pg_im,pg_el,1,54
pg7_10,6,pg_im,pg_im,0,
pg7_10,7,pg_im,pg_im,0,
pg7_10,8,pg_im,pg_el,1,19
pg7_10,9,pg_im,pg_el,1,13
pg7_11,0,pg_im,pg_el,1,46
pg7_11,1,pg_im,pg_el,1,18
pg7_11,2,pg_im,pg_el,3,"58,59,60"
pg7_11,3,pg_im,pg_el,1,52
pg7_11,4,pg_im,pg_el,3,"27,28,29"
pg7_11,5,pg_im,pg_el,1,16
pg7_11,6,pg_im,pg_el,1,16
pg7_11,7,pg_im,pg_el,1,15
pg7_11,8,pg_im,pg_el,1,19
pg7_11,9,pg_im,pg_el,1,22
pg7_12,0,pg_im,pg_el,1,31
pg7_12,1,pg_im,pg_im,0,
pg7_12,2,pg_im,pg_im,0,
pg7_12,3,pg_im,pg_el,1,51
pg7_12,4,pg_im,pg_el,3,"42,43,45"
pg7_12,5,pg_im,pg_el,1,27
pg7_12,6,pg_im,pg_el,1,20
pg7_12,7,pg_im,pg_el,1,27
pg7_12,8,pg_im,pg_el,1,24
pg7_12,9,pg_im,pg_el,1,50
pg7_2,0,pg_im,pg_el,1,44
pg7_2,1,pg_im,pg_el,1,59
pg7_2,2,pg_im,pg_im,0,
pg7_2,3,pg_im,pg_el,1,35
pg7_2,4,pg_im,pg_el,1,26
pg7_2,5,pg_im,pg_el,1,18
pg7_2,6,pg_im,pg_el,1,24
pg7_2,7,pg_im,pg_el,1,23
pg7_2,8,pg_im,pg_el,1,21
pg7_2,9,pg_im,pg_el,1,28
pg7_3,0,pg_im,pg_im,0,
pg7_3,1,pg_im,pg_el,1,86
pg7_3,2,pg_im,pg_el,1,37
pg7_3,3,pg_im,pg_el,1,43
pg7_3,4,pg_im,pg_el,1,35
pg7_3,5,pg_im,pg_el,1,21
pg7_3,6,pg_im,pg_el,1,30
pg7_3,7,pg_im,pg_el,1,32
pg7_3,8,pg_im,pg_el,1,31
pg7_3,9,pg_im,pg_el,1,22
pg7_4,0,pg_im,pg_el,1,18
pg7_4,1,pg_im,pg_el,1,66
pg7_4,2,pg_im,pg_el,1,15
pg7_4,3,pg_im,pg_el,1,23
pg7_4,4,pg_im,pg_el,1,37
pg7_4,5,pg_im,pg_el,1,14
pg7_4,6,pg_im,pg_el,1,24
pg7_4,7,pg_im,pg_el,1,29
pg7_4,8,pg_im,pg_el,1,35
pg7_4,9,pg_im,pg_el,1,31
pg7_5,0,pg_im,pg_el,1,30
pg7_5,1,pg_im,pg_el,1,74
pg7_5,2,pg_im,pg_el,1,54
pg7_5,3,pg_im,pg_el,1,18
pg7_5,4,pg_im,pg_el,1,40
pg7_5,5,pg_im,pg_el,1,35
pg7_5,6,pg_im,pg_el,1,19
pg7_5,7,pg_im,pg_el,1,36
pg7_5,8,pg_im,pg_el,1,21
pg7_5,9,pg_im,pg_el,1,31
pg7_6,0,pg_im,pg_el,1,30
pg7_6,1,pg_im,pg_el,1,15
pg7_6,2,pg_im,pg_el,1,24
pg7_6,3,pg_im,pg_el,1,15
pg7_6,4,pg_im,pg_el,1,13
pg7_6,5,pg_im,pg_el,1,35
pg7_6,6,pg_im,pg_el,1,34
pg7_6,7,pg_im,pg_el,1,27
pg7_6,8,pg_im,pg_el,1,16
pg7_6,9,pg_im,pg_el,1,13
pg7_7,0,pg_im,pg_im,0,
pg7_7,1,pg_im,pg_im,0,
pg7_7,2,pg_im,pg_im,0,
pg7_7,3,pg_im,pg_el,1,22
pg7_7,4,pg_im,pg_el,1,32
pg7_7,5,pg_im,pg_el,1,34
pg7_7,6,pg_im,pg_el,1,47
pg7_7,7,pg_im,pg_el,1,26
pg7_7,8,pg_im,pg_el,1,25
pg7_7,9,pg_im,pg_el,1,28
pg7_8,0,pg_im,pg_el,1,31
pg7_8,1,pg_im,pg_im,0,
pg7_8,2,pg_im,pg_el,1,24
pg7_8,3,pg_im,pg_el,1,19
pg7_8,4,pg_im,pg_el,1,14
pg7_8,5,pg_im,pg_el,1,25
pg7_8,6,pg_im,pg_el,1,17
pg7_8,7,pg_im,pg_el,1,27
pg7_8,8,pg_im,pg_el,1,55
pg7_8,9,pg_im,pg_im,0,
pg7_9,0,pg_im,pg_el,1,40
pg7_9,1,pg_im,pg_el,1,53
pg7_9,2,pg_im,pg_el,1,23
pg7_9,3,pg_im,pg_el,1,33
pg7_9,4,pg_im,pg_el,1,24
pg7_9,5,pg_im,pg_el,1,33
pg7_9,6,pg_im,pg_el,1,33
pg7_9,7,pg_im,pg_el,1,21
pg7_9,8,pg_im,pg_el,1,45
pg7_9,9,pg_im,pg_el,1,25
pg8_1,0,pg_im,pg_el,1,29
pg8_1,1,pg_im,pg_el,1,37
pg8_1,2,pg_im,pg_el,1,35
pg8_1,3,pg_im,pg_el,1,16
pg8_1,4,pg_im,pg_el,1,39
pg8_1,5,pg_im,pg_el,1,27
pg8_1,6,pg_im,pg_el,3,"38,40,42"
pg8_1,7,pg_im,pg_el,1,26
pg8_1,8,pg_im,pg_el,1,19
pg8_1,9,pg_im,pg_el,1,36
pg8_1,10,pg_im,pg_el,1,27
pg8_1,11,pg_im,pg_el,3,"4,8,12"
